file,base_file,instrument
AQAFHIqYJNmUKEpwPDr-okn0o08dNONx_0.02.07.046594-0.02.12.049015.csv,AQAFHIqYJNmUKEpwPDr-okn0o08dNONx,tp
AQAFL0z4JEoWBbVS48nxFHmO9yTqQOzR_0.00.45.005786-0.01.14.097251.csv,AQAFL0z4JEoWBbVS48nxFHmO9yTqQOzR,vib
AQAFL0z4JEoWBbVS48nxFHmO9yTqQOzR_0.01.14.097251-0.01.43.047274.csv,AQAFL0z4JEoWBbVS48nxFHmO9yTqQOzR,cl
AQAFW1nCRVQUSai-QK6O-MF2Bfzhl3gO_0.01.31.050984-0.02.52.036000.csv,AQAFW1nCRVQUSai-QK6O-MF2Bfzhl3gO,tb
AQAFzkmSJI2ibBGaxAv6Iz2DXniioF-O_0.01.07.083854-0.01.39.070068.csv,AQAFzkmSJI2ibBGaxAv6Iz2DXniioF-O,tp
AQAFzkmSJI2ibBGaxAv6Iz2DXniioF-O_0.01.39.070068-0.02.08.088888.csv,AQAFzkmSJI2ibBGaxAv6Iz2DXniioF-O,as
AQAG0V-SKIlwnSmuPag-PNJhTI9wI9B__0.01.23.005777-0.02.49.078285.csv,AQAG0V-SKIlwnSmuPag-PNJhTI9wI9B_,tp
AQAg5mqo5EkCq4kQK0-Lv7hyTFn2oH8C_0.00.41.023863-0.07.49.042040.csv,AQAg5mqo5EkCq4kQK0-Lv7hyTFn2oH8C,ts
AQAg5mqo5EkCq4kQK0-Lv7hyTFn2oH8C_0.14.51.003673-0.15.45.099183.csv,AQAg5mqo5EkCq4kQK0-Lv7hyTFn2oH8C,ts
AQAg5mqo5EkCq4kQK0-Lv7hyTFn2oH8C_0.15.54.097142-0.16.06.010612.csv,AQAg5mqo5EkCq4kQK0-Lv7hyTFn2oH8C,ts
AQAg5mqo5EkCq4kQK0-Lv7hyTFn2oH8C_0.16.15.028163-0.16.36.044081.csv,AQAg5mqo5EkCq4kQK0-Lv7hyTFn2oH8C,ts
AQAGB4l0KVGYBPmPch6eHb2HZ8vRxCh__0.01.16.048507-0.02.16.008344.csv,AQAGB4l0KVGYBPmPch6eHb2HZ8vRxCh_,tp
AQAGBsqmSJQenDx-_JFz_GOQJj-e5IYu_0.00.31.071265-0.01.29.011818.csv,AQAGBsqmSJQenDx-_JFz_GOQJj-e5IYu,as
AQAGBsqmSJQenDx-_JFz_GOQJj-e5IYu_0.01.56.045387-0.02.53.073170.csv,AQAGBsqmSJQenDx-_JFz_GOQJj-e5IYu,as
AQAGH05OTSmS6wr2BA8PTU_ho2RNnIYW_0.00.43.004979-0.01.07.088353.csv,AQAGH05OTSmS6wr2BA8PTU_ho2RNnIYW,as
AQAGH05OTSmS6wr2BA8PTU_ho2RNnIYW_0.01.23.010421-0.01.49.087682.csv,AQAGH05OTSmS6wr2BA8PTU_ho2RNnIYW,tp
AQAGH05OTSmS6wr2BA8PTU_ho2RNnIYW_0.01.49.087682-0.02.13.009968.csv,AQAGH05OTSmS6wr2BA8PTU_ho2RNnIYW,tp
AQAGI9HGJY3CgMdzTEqh6fjj4LnwPUMT_0.01.15.004689-0.01.50.028027.csv,AQAGI9HGJY3CgMdzTEqh6fjj4LnwPUMT,ts
AQAgmkmiPNOyBJF05ZjyE4_Q47nhKcmH_0.00.25.007755-0.05.52.091428.csv,AQAgmkmiPNOyBJF05ZjyE4_Q47nhKcmH,ts
AQAgmkmiPNOyBJF05ZjyE4_Q47nhKcmH_0.14.03.016299-0.14.27.059038.csv,AQAgmkmiPNOyBJF05ZjyE4_Q47nhKcmH,ts
AQAgmkmiPNOyBJF05ZjyE4_Q47nhKcmH_0.14.38.036444-0.14.48.058122.csv,AQAgmkmiPNOyBJF05ZjyE4_Q47nhKcmH,ts
AQAgmkmiPNOyBJF05ZjyE4_Q47nhKcmH_0.14.57.054412-0.15.09.010766.csv,AQAgmkmiPNOyBJF05ZjyE4_Q47nhKcmH,ts
AQAgmkmiPNOyBJF05ZjyE4_Q47nhKcmH_0.15.19.055664-0.15.30.098086.csv,AQAgmkmiPNOyBJF05ZjyE4_Q47nhKcmH,ts
AQAgmkmiPNOyBJF05ZjyE4_Q47nhKcmH_0.15.40.082612-0.15.44.086639.csv,AQAgmkmiPNOyBJF05ZjyE4_Q47nhKcmH,ts
AQAgmkmiPNOyBJF05ZjyE4_Q47nhKcmH_0.15.47.083854-0.15.52.043609.csv,AQAgmkmiPNOyBJF05ZjyE4_Q47nhKcmH,ts
AQAgmkmiPNOyBJF05ZjyE4_Q47nhKcmH_0.15.55.008317-0.15.58.056616.csv,AQAgmkmiPNOyBJF05ZjyE4_Q47nhKcmH,ts
AQAgmkmiPNOyBJF05ZjyE4_Q47nhKcmH_0.16.01.067764-0.16.05.043927.csv,AQAgmkmiPNOyBJF05ZjyE4_Q47nhKcmH,ts
AQAgmkmiPNOyBJF05ZjyE4_Q47nhKcmH_0.16.08.045786-0.16.12.049814.csv,AQAgmkmiPNOyBJF05ZjyE4_Q47nhKcmH,ts
AQAgmkmiPNOyBJF05ZjyE4_Q47nhKcmH_0.16.15.051673-0.16.19.051056.csv,AQAgmkmiPNOyBJF05ZjyE4_Q47nhKcmH,ts
AQAGn8sURWGSbAl-MD0cMSMOHMmsI2am_0.00.48.092444-0.01.15.051999.csv,AQAGn8sURWGSbAl-MD0cMSMOHMmsI2am,tp
AQAGn8sURWGSbAl-MD0cMSMOHMmsI2am_0.01.15.051999-0.01.39.098222.csv,AQAGn8sURWGSbAl-MD0cMSMOHMmsI2am,fl
AQAGn8sURWGSbAl-MD0cMSMOHMmsI2am_0.01.46.030095-0.02.04.093206.csv,AQAGn8sURWGSbAl-MD0cMSMOHMmsI2am,ts
AQAGn8sURWGSbAl-MD0cMSMOHMmsI2am_0.02.04.093206-0.02.28.084716.csv,AQAGn8sURWGSbAl-MD0cMSMOHMmsI2am,tp
AQAGq1k0JUmUC7qO41mOwyuNA7AWHCei_0.00.46.043990-0.01.31.077687.csv,AQAGq1k0JUmUC7qO41mOwyuNA7AWHCei,fl
AQAGq1k0JUmUC7qO41mOwyuNA7AWHCei_0.01.31.077687-0.02.15.019673.csv,AQAGq1k0JUmUC7qO41mOwyuNA7AWHCei,as
AQAgQtGoRFqmKDju44aWo5-HHL5ynATL_0.05.47.042857-0.09.49.022956.csv,AQAgQtGoRFqmKDju44aWo5-HHL5ynATL,tp
AQAgQtGoRFqmKDju44aWo5-HHL5ynATL_0.09.49.022956-0.14.14.049433.csv,AQAgQtGoRFqmKDju44aWo5-HHL5ynATL,as
AQAGslKSKVkSJYJ__MKP1gLqw7gPXPBz_0.01.15.065061-0.02.31.018512.csv,AQAGslKSKVkSJYJ__MKP1gLqw7gPXPBz,ss
AQAGu2SSpVGYoF9neMcPdz96BrUyIWkm_0.01.03.047755-0.02.01.016172.csv,AQAGu2SSpVGYoF9neMcPdz96BrUyIWkm,as
AQAGu2SSpVGYoF9neMcPdz96BrUyIWkm_0.02.49.037142-0.03.23.095102.csv,AQAGu2SSpVGYoF9neMcPdz96BrUyIWkm,as
AQAGW4rSJMumKMFTbDv6UEiaLjviB6eM_0.01.45.011673-0.02.29.021142.csv,AQAGW4rSJMumKMFTbDv6UEiaLjviB6eM,ts
AQAGXOrETJHQ6FYC1yny5Uj44y36fGil_0.01.33.046031-0.02.36.040961.csv,AQAGXOrETJHQ6FYC1yny5Uj44y36fGil,tp
AQAGyppME12Z4seJh0cvIj-DUyJOc8G6_0.00.54.028825-0.01.46.011519.csv,AQAGyppME12Z4seJh0cvIj-DUyJOc8G6,cl
AQAGyppME12Z4seJh0cvIj-DUyJOc8G6_0.02.11.098222-0.02.39.002040.csv,AQAGyppME12Z4seJh0cvIj-DUyJOc8G6,cl
AQAGZkkURYoySUU-8EeYjQn0w9dwbGdz_0.01.09.023115-0.01.42.089512.csv,AQAGZkkURYoySUU-8EeYjQn0w9dwbGdz,tp
AQAGZkkURYoySUU-8EeYjQn0w9dwbGdz_0.01.42.089512-0.01.58.090823.csv,AQAGZkkURYoySUU-8EeYjQn0w9dwbGdz,ts
AQAGZkkURYoySUU-8EeYjQn0w9dwbGdz_0.01.58.090823-0.02.14.067573.csv,AQAGZkkURYoySUU-8EeYjQn0w9dwbGdz,ts
AQAGZkkURYoySUU-8EeYjQn0w9dwbGdz_0.02.14.067573-0.02.47.033548.csv,AQAGZkkURYoySUU-8EeYjQn0w9dwbGdz,vib
AQAGZkkURYoySUU-8EeYjQn0w9dwbGdz_0.02.47.033548-0.03.02.098455.csv,AQAGZkkURYoySUU-8EeYjQn0w9dwbGdz,tb
AQAGZZKeKJ2SoI5yODysP0SviEL1oFmS_0.01.07.047428-0.02.29.079192.csv,AQAGZZKeKJ2SoI5yODysP0SviEL1oFmS,tp
AQAH0EymJJKiSFFQ6zizTHh6HPXxDOGR_0.01.20.015528-0.02.30.026938.csv,AQAH0EymJJKiSFFQ6zizTHh6HPXxDOGR,tb
AQAH22qyTMmG78h3aN4YI9fxHWj-Inm2_0.01.04.078367-0.02.08.073142.csv,AQAH22qyTMmG78h3aN4YI9fxHWj-Inm2,tp
AQAH2Y6Wy7gJ7PiKXMUf_NCuw9LOISes_0.01.20.006530-0.02.11.014630.csv,AQAH2Y6Wy7gJ7PiKXMUf_NCuw9LOISes,as
AQAh49eSKTpM5MdOBTqaY_rxJA-Ohjuq_0.08.54.080199-0.11.06.069133.csv,AQAh49eSKTpM5MdOBTqaY_rxJA-Ohjuq,as
AQAh49eSKTpM5MdOBTqaY_rxJA-Ohjuq_0.15.02.000816-0.17.32.021224.csv,AQAh49eSKTpM5MdOBTqaY_rxJA-Ohjuq,tb
AQAH4BdVKTj3I0-So6kOrT9OXAnEJmGR_0.00.00.000000-0.02.43.052653.csv,AQAH4BdVKTj3I0-So6kOrT9OXAnEJmGR,as
AQAH4BdVKTj3I0-So6kOrT9OXAnEJmGR_0.03.39.029795-0.04.07.051020.csv,AQAH4BdVKTj3I0-So6kOrT9OXAnEJmGR,as
AQAH50qU5IuSDv2DSyFqDs-P_kOz46bA_0.01.08.070204-0.02.11.079646.csv,AQAH50qU5IuSDv2DSyFqDs-P_kOz46bA,tb
AQAH5FEkpaGTJLik487xBHqiC-EP_vCl_0.02.15.070612-0.02.59.033061.csv,AQAH5FEkpaGTJLik487xBHqiC-EP_vCl,vln
AQAHA4qiJI-aCBOTT7gr_EL4Bcny7EFN_0.00.38.013877-0.01.13.079591.csv,AQAHA4qiJI-aCBOTT7gr_EL4Bcny7EFN,as
AQAHA4qiJI-aCBOTT7gr_EL4Bcny7EFN_0.01.13.079591-0.01.49.081224.csv,AQAHA4qiJI-aCBOTT7gr_EL4Bcny7EFN,tb
AQAHA4qiJI-aCBOTT7gr_EL4Bcny7EFN_0.02.23.011836-0.02.32.006530.csv,AQAHA4qiJI-aCBOTT7gr_EL4Bcny7EFN,as
AQAHA4qiJI-aCBOTT7gr_EL4Bcny7EFN_0.02.32.006530-0.02.40.084897.csv,AQAHA4qiJI-aCBOTT7gr_EL4Bcny7EFN,tb
AQAHA4qiJI-aCBOTT7gr_EL4Bcny7EFN_0.02.49.063265-0.02.58.071020.csv,AQAHA4qiJI-aCBOTT7gr_EL4Bcny7EFN,as
AQAHB6kSLR9xZRApLce5wy9-4U_QcIUi_0.00.30.069678-0.01.23.039591.csv,AQAHB6kSLR9xZRApLce5wy9-4U_QcIUi,as
AQAHC8uSilGUJMLzHP0FJtfxDPmaEGoj_0.01.05.076326-0.02.14.007201.csv,AQAHC8uSilGUJMLzHP0FJtfxDPmaEGoj,ts
AQAHDNIcKcsmOOaQ5MkR8CgXrUKlUB9O_0.01.39.005632-0.02.36.093061.csv,AQAHDNIcKcsmOOaQ5MkR8CgXrUKlUB9O,cl
AQAHDNIcKcsmOOaQ5MkR8CgXrUKlUB9O_0.03.05.024879-0.03.45.097659.csv,AQAHDNIcKcsmOOaQ5MkR8CgXrUKlUB9O,cl
AQAHEFLSRJnCJMNhHz2Dr8Ev4j3CROSR_0.00.59.030376-0.01.23.031319.csv,AQAHEFLSRJnCJMNhHz2Dr8Ev4j3CROSR,cl
AQAHEFLSRJnCJMNhHz2Dr8Ev4j3CROSR_0.02.09.098530-0.02.57.067909.csv,AQAHEFLSRJnCJMNhHz2Dr8Ev4j3CROSR,cl
AQAHEFLSRJnCJMNhHz2Dr8Ev4j3CROSR_0.02.57.067909-0.03.30.046566.csv,AQAHEFLSRJnCJMNhHz2Dr8Ev4j3CROSR,tp
AQAHeSKXakqg6ziaoxcVPIoxi8rxLQ-Y_0.02.16.006893-0.03.17.009097.csv,AQAHeSKXakqg6ziaoxcVPIoxi8rxLQ-Y,tp
AQAHF0qcqEuDnHiIpzruFZF7tJouNDNy_0.00.36.050176-0.01.54.015510.csv,AQAHF0qcqEuDnHiIpzruFZF7tJouNDNy,as
AQAHF0qcqEuDnHiIpzruFZF7tJouNDNy_0.03.09.038775-0.03.44.071836.csv,AQAHF0qcqEuDnHiIpzruFZF7tJouNDNy,as
AQAHfIokRWukJbCOSUd9hDmPK9CcHteK_0.01.19.004072-0.01.58.005024.csv,AQAHfIokRWukJbCOSUd9hDmPK9CcHteK,tp
AQAHH9EohcnGoPzRhHzwJFmO82j0HCX0_0.01.11.037959-0.02.03.068979.csv,AQAHH9EohcnGoPzRhHzwJFmO82j0HCX0,ts
AQAHH9EohcnGoPzRhHzwJFmO82j0HCX0_0.02.44.070204-0.03.38.097142.csv,AQAHH9EohcnGoPzRhHzwJFmO82j0HCX0,ts
AQAHHGki6cuhh6WgP9Hwo2_RfPiRVxvy_0.01.54.035102-0.02.45.015918.csv,AQAHHGki6cuhh6WgP9Hwo2_RfPiRVxvy,cl
AQAHhVrSJRopbE-Poy9C78MjHReRFz74_0.02.23.002040-0.03.56.066938.csv,AQAHhVrSJRopbE-Poy9C78MjHReRFz74,tp
AQAHiImULImyJIqEH8054TjxwR-Ky8Af_0.00.44.093061-0.01.22.002448.csv,AQAHiImULImyJIqEH8054TjxwR-Ky8Af,tp
AQAHJEmiaGGShAtyhL9gNk-C48YP50P9_0.01.48.040816-0.03.48.096326.csv,AQAHJEmiaGGShAtyhL9gNk-C48YP50P9,ss
AQAHLFsjLYuU4AH3oDvCpBEeaPkRcuTw_0.03.00.027972-0.03.16.095165.csv,AQAHLFsjLYuU4AH3oDvCpBEeaPkRcuTw,ts
AQAHn2kiJckmJsIf6LLw4w9x5Q76LBPC_0.00.52.019845-0.02.19.062448.csv,AQAHn2kiJckmJsIf6LLw4w9x5Q76LBPC,as
AQAHqMrCSIsSJUQfHv4HfipCHnqy4zoC_0.01.07.001278-0.01.35.052689.csv,AQAHqMrCSIsSJUQfHv4HfipCHnqy4zoC,ts
AQAHqMrCSIsSJUQfHv4HfipCHnqy4zoC_0.01.50.024834-0.02.26.044897.csv,AQAHqMrCSIsSJUQfHv4HfipCHnqy4zoC,ts
AQAHqMrCSIsSJUQfHv4HfipCHnqy4zoC_0.02.40.079818-0.02.54.036734.csv,AQAHqMrCSIsSJUQfHv4HfipCHnqy4zoC,ts
AQAHr0oSJnK2REFzIMyPK8dJhE-Poyea_0.00.28.051410-0.02.01.057968.csv,AQAHr0oSJnK2REFzIMyPK8dJhE-Poyea,as
AQAHr0oSJnK2REFzIMyPK8dJhE-Poyea_0.02.59.072244-0.03.28.097959.csv,AQAHr0oSJnK2REFzIMyPK8dJhE-Poyea,as
AQAHSIuyRUySKMSuF1c--MfZ483QH49Q_0.00.39.005306-0.01.59.044489.csv,AQAHSIuyRUySKMSuF1c--MfZ483QH49Q,tb
AQAHtEnkcREVaEwexDq4lDkmpkepSMeX_0.01.53.054557-0.02.37.033841.csv,AQAHtEnkcREVaEwexDq4lDkmpkepSMeX,cl
AQAHu4qWTRFVJBfy7Pjx5XByL3hdBekb_0.01.57.095736-0.02.33.062321.csv,AQAHu4qWTRFVJBfy7Pjx5XByL3hdBekb,tp
AQAHwJmiJVKSdMIHLX9UhI-Fxym-aM6R_0.02.07.005959-0.03.35.029541.csv,AQAHwJmiJVKSdMIHLX9UhI-Fxym-aM6R,ts
