Little Girl ,(Hyde-Henry) 
Little Buttercup (I’ll Never Be The Same) ,(Malneck-Signorelli-Kahn)
Tempo Di Modernage (Tempo Di Barrel) ,(Signorelli-Venuti) 
,
,
Eddie Lang ,
Eddie’s Twister ,(Lang) 
April Kisses  ,(Lang)
"A Little Love, A Little Kiss ",(Fisher-Ross-Silesu)
Melody Man’s Dream  ,(Lang-Signorelli)
Perfect ,(Lang-Signorelli) 
Rainbow Dreams ,(Lang) 
Add A Little Wiggle ,(Ager-Yellen)
Jeannine I Dream Of Lilac Time ,(Gilbert-Shilkret)
I’ll Never Be The Same ,(Kahn-Malneck-Signorelli) 
(Norfolk) Church Street Sobbin’ Blues ,(Lada-Crawley-Nunez) 
There’ll Be Some Changes Made ,(Higgins-Overstreet)
Bugle Call Rag ,(Pettis-Meyers-Schoebel) 
Freeze An’ Melt ,(Fields-McHugh)
Hot Heels ,(Pettis-Goering-Mills) 
What Kind Of Man Is You? ,(Carmichael)
Walkin’ The Dog ,(Brooks)
March Of The Hoodlums ,(Carmichael)
There’s No Other Girl ,(Robinson-Davis)
"Now That I Need You, You’re Gone ",(Meyer-Clarke-Leslie)
The Wolf Wobble ,(Hayton)
To To Blues ,(Venuti-Lang) 
Pickin’ My Way (Guitar Mania Pt.1) ,(Lang-Kress) 
Feeling My Way (Guitar Mania Pt.2) ,(Lang-Kress) 
Feeling My Way (Guitar Mania Pt.2) ,(Lang-Kress) 
,
,
Eddie Lang/Lonnie Johnson,
My Handy Man ,(Blake-Razaf)
Organ Grinder Blues ,(Williams)
I’m Busy And You Can’t Come In ,(Williams) 
Jeannine I Dream Of Lilac Times (w) ,(Gilbert-Shilkret)
Work Ox Blues ,(Texas Alexander)
The Risin’ Sun ,(Texas Alexander)
Two Tone Stomp ,(Johnson-Lang)
Have To Change Key To Play These Blues ,(Johnson-Lang) 
Tell Me Woman Blues ,(Texas Alexander)
‘Frisco Train Blues ,(Texas Alexander)
St. Louis Fair Blues ,(Texas Alexander)
I Am Calling Blues ,(Texas Alexander) 
In The Bottle Blues ,(Williams-Lang)
What Ya Want Me To Do ,(Williams-Oliver)
Jet Black Blues ,(Johnson) 
Blue Blood Blues ,(Johnson) 
Guitar Blues ,(Johnson-Lang) 
Bull Frog Moan ,(Johnson-Lang) 
A Handful Of Riffs ,(Johnson-Lang) 
Blue Guitars ,(Johnson-Lang)
Deep Minor Rhythm ,(Johnson-Lang)
Midnight Call Blues ,(Johnson-Lang) 
Hot Fingers ,(Johnson-Lang) 
Blue Room Blues ,(Johnson-Lang) 
,
,
Frank Teschemacher / Eddie Condon,
Sugar ,(Pinkard) 
China Boy ,(Winfree-Boutelje) 
Nobody's Sweetheart ,(Kahn-Freeman-Meyers-Schoebel)
Liza ,(McKenzie-Condon-Rubin) 
Bull Frog Blues ,(Pierce) 
China Boy ,(Winfree-Boutelje)
There'll Be Some Changes Made ,(Higgins-Overstreet)
I've Found A New Baby ,(Williams-Palmer) 
Jazz Me Blues ,(Delaney)
Sister Kate ,(Piron) 
Nobody's Sweetheart ,(Kahn-Freeman-Meyers-Schoebel) 
Jazz Me Blues ,(Delaney) 
Baby Won't You Please Come Home ,(Williams-Warfield) 
Friar's Point Shuffle ,(McKenzie-Condon) 
Darktown Strutters Ball ,(Brooks)
One Step To Heaven (Windy City Stomp) ,(Klages-Greer)
Shim-Me-Sha-Wabble ,(Williams)
Oh! Baby ,(Murphy)
Indiana ,(McDonald-Hanley) 
'Round Evening ,(Whiting-Steiner-Coots)
Out Of The Dawn ,(Donaldson) 
Cherry ,(Redman) 
Cherry ,(Redman) 
,
,
Frank Teschemacher / Eddie Condon,
Trying To Stop My Crying ,(Biondi-Miskelly-Lozier) 
Isn't There A Little Love ,(Shand-Lee-Manone)
Farewell Blues ,(Schoebel-Mare-Roppolo) 
Wabash Blues ,(Meinken-Ringle)
Copenhagen ,(Davis-Melrose)
Prince Of Wails ,(Schoebel)
Wailing Blues ,(Lewis-Melrose)
Wailing Blues ,(Lewis-Melrose) 
Barrel House Stomp ,(Melrose) 
Barrel House Stomp ,(Melrose)
Barrel House Stomp ,(Melrose)
My Baby Came Home ,(Fields-Newman-Gardner)
From Monday On ,(Barris-Crosby) 
From Monday On ,(Barris-Crosby)
I'm Sorry I Made You Cry ,(Clesi) 
Makin' Friends ,(Teagarden-McPartland)
I'm Gonna Stomp Mr. Henry Lee ,(Teagarden-Kelly-Rubens-Condon)
I'm Gonna Stomp Mr. Henry Lee ,(Teagarden-Kelly-Rubens-Condon)
That's A Serious Thing ,(Teagarden-Condon-Mezzrow-Sullivan)
That's A Serious Thing ,(Teagarden-Condon-Mezzrow-Sullivan) 
Indiana ,(McDonald-Hanley) 
Firehouse Blues ,(McKenzie)
,
,
Miff Mole 1926-27,
Alabama Stomp –A ,(Creamer-Johnson) 
Alabama Stomp –B ,(Creamer-Johnson) 
Alabama Stomp –C ,(Creamer-Johnson)
Stampede –A ,(Henderson)
Stampede –B ,(Henderson)
Stampede –C ,(Henderson)
Hurricane –A ,(Mertz) 
Hurricane –B ,(Mertz) 
Hurricane –C ,(Mertz) 
Black Bottom Stomp –B ,(Morton)
Black Bottom Stomp –C ,(Morton) 
Alexander’s Ragtime Band ,(Berlin)
Some Sweet Day ,(Rose-Jackson-Olman) 
Hurricane ,(Mertz)
Delirium ,(Schutt)
Delirium ,(Schutt)
Davenport Blues ,(Beiderbecke) 
Davenport Blues ,(Beiderbecke) 
Davenport Blues ,(Beiderbecke) 
The Darktown Strutters’ Ball ,(Brooks) 
A Hot Time In The Old Town Tonight ,(Metz)
,
,
Miff Mole 1927-29,
Imagination ,(Livingston) 
Feelin' No Pain ,(Livingston)
Original Dixieland One Step ,(ODJB)
My Gal Sal ,(Dresser) 
Honululu Blues ,(Goldstein) 
The New Twister ,(Lillard-Krise)
Slippin’ Around ,(Mole) 
Slippin’ Around ,(Mole) 
Feeling No Pain ,(Livingston) 
Crazy Rhythm ,(Meyer-Kahn)
You Took Advantage Of Me ,(Rodgers)
You’re The Cream In My Coffee ,(DeSylva-Brown-Henderson) 
Wild Oat Joe ,(Kahn)
I’ve Got A Feeling I’m Falling ,(Link-Waller)
That’s A Plenty ,(Pollack) 
That’s A Plenty ,(Pollack) 
Birmingham Bertha ,(Clarke-Akst)
Moanin’ Low ,(Dietz-Rainger) 
You Made Me Love You ,(McCarthy-Monaco)
After You’ve Gone ,(Creamer-Layton)
,
,
Red Nichols 1926-27,
Washboard Blues ,(Carmichael-Callahan-Mills)
Washboard Blues ,(Carmichael-Callahan-Mills)
That’s No Bargain ,(Nichols)
That’s No Bargain ,(Nichols)
Buddy’s Habits ,(Straight-Nelson)
Boneyard Shuffle ,(Carmichael-Mills)
Boneyard Shuffle ,(Carmichael-Mills)
Washboard Blues ,(Carmichael-Callahan-Mills) 
That’s No Bargain ,(Nichols)
Boneyard Shuffle ,(Carmichael-Mills)
Alabama Stomp ,(Creamer-Johnson)
Alabama Stomp ,(Creamer-Johnson) 
Alabama Stomp ,(Creamer-Johnson)
Hurricane ,(Mertz-Nichols)
Hurricane ,(Mertz-Nichols)
"Someday, Sweetheart ",(Spike-Spike)
After You’ve Gone ,(Creamer-Layton)
Farewell Blues ,(Schoebel-Mares-Roppolo) 
Davenport Blues ,(Beiderbecke)
Wabash Blues ,(Meinken-Ringle)
Bugle Call Rag ,(Schoebel-Pettis-Meyers) 
Back Beats ,(Guarente)
,
,
Red Nichols 1927,
Ja Da ,(Carleton)
Sensation ,(Edwards)
Stompin’ Fool ,(Ford)
My Gal Sal ,(Dresser)
Delirium ,(Schutt)
Cornfed ,(Effros-Wall)
Cornfed ,(Effros-Wall)
Five Pennies ,(Nichols)
Mean Dog Blues ,(Jackson)
Riverboat Shuffle ,(Carmichael-Voynow-Mills-Parish) (3:01) 
Riverboat Shuffle ,(Carmichael-Voynow-Mills-Parish) (3:04) 
Eccentric ,(Robinson)
"Ida, Sweet As Apple Cider ",(Leonard-Munson)
"Ida, Sweet As Apple Cider ",(Leonard-Munson)
Feelin' No Pain ,(Livingston)
Five Pennies ,(Nichols)
Sugar Foot Strut ,(Pierce-Meyers-Schwab) (3:13)
Imagination ,(Livingston)
Feelin' No Pain ,(Livingston)
Birmingham Breakdown ,(Ellington)
Red Head Blues ,(Nichols)
I Ain’t Got Nobody ,(Graham-Williams)
Sugar ,(Yellen-Ager-Crum-Nichols) (3:18)
Make My Cot Where The Cot- Cot- Cotton Grows ,(LeSoir-Doll-Klein) (3:19)
,
,
McKinney’s Cotton Pickers 1928-29,
Four Or Five Times ,(Gay-Hellman) 
Put It There ,(Shag Nasty) (Rhodes)
Crying And Sighing ,(Nesbitt)
Milenberg Joys ,(Morton) 
Milenberg Joys ,(Morton)
Cherry ,(Redman)
Cherry ,(Redman) 
Stop Kidding ,(Neckbones And Sauerkraut) (Nesbitt)
Nobody's Sweetheart ,(Kahn-Schoebel)
Some Sweet Day ,(Rose-Jackson-Holman)
Shim-Me-Sha-Wabble ,(Williams)
Paducah ,(Redman)
Star Dust ,(Carmichael) 
Birmingham Breakdown ,(Ellington)
Four Or Five Times ,(Gay-Hellman)
Tight Like That ,(Dorsey-Whittaker)
There's A Rainbow 'Round Your Shoulder ,(Jolson-Rose-Dreyer)
It's A Precious Little Thing Called Love ,(Davis-Coots)
"Save It, Pretty Mama ",(Redman)
I Found A New Baby ,(Williams)
"Will You, Won't You Be My Babe",(Nesbitt-Quicksell)
,
,
McKinney’s Cotton Pickers 1929-30,
Beedle Um Bum ,(Dorsey) 
Do Something ,(Green-Stept)
Selling That Stuff ,( Dorsey) 
Plain Dirt ,(Stanton) 
"Gee Baby, Ain't I Good To You? ",(Redman)
I'd Love It ,(Redman-Hudson)
The Way I Feel Today ,(Redman-Quicksell-Razaf)
Miss Hannah ,(Redman-Nesbitt) 
Peggy ,(Bismer-Buckley-Head)
Wherever There's A Will ,(Redman)
Wherever There's A Will ,(Redman)
I'll Make Fun For You ,(Nesbitt-Stanton) 
Words Can't Express The Way I Feel ,(Stanton-Redman-Razaf) 
If I Could Be With You ,(Creamer-Johnson) 
Then Someone's In Love ,(Prival-Pollack) 
Honeysuckle Rose ,(Razaf-Waller)
Honeysuckle Rose ,(Razaf-Waller)
Zonky ,(Razaf-Waller)
Travelin' All Alone ,(Johnson)
Just A Shade Corn ,(Maule)
Baby Won't You Please Come Home ,(Warfield-Williams)
Okay Baby ,(Tracey-Pinkard) 
Blues Sure Have Got Me ,(Stanton-Redman)
,
,
Bix Beiderbecke / Frank Trumbauer 1927 ,
Trumbology ,(Trumbauer) 
Clarinet Marmalade ,(ODJB) 
Singin' The Blues ,(Robinson-Conrad-Lewis-Young) 
Ostrich Walk ,(ODJB) 
Riverboat Shuffle ,(Carmichael-Voynow-Mills) 
I'm Coming Virginia ,(Cook-Heywood) 
Way Down Yonder In New Orleans ,(Creamer-Layton)
For No Reason At All In C ,(Meyer-Lewis-Young) 
Three Blind Mice ,(Morehouse-Trumbauer)
Blue River ,(Bryan-Meyer)
There's A Cradle In Caroline ,(Young-Ahlert-Lewis) 
In A Mist (Bixology) ,(Beiderbecke) 
Wringin' And Twistin',(Trumbauer-Waller)
Humpty Dumpty ,(Livingston)
Krazy Kat ,(Morehouse-Trumbauer) 
The Baltimore ,(Healy-Kahal-McHugh)
There Ain't No Land Like Dixieland ,(Donaldson)
There's A Cradle In Caroline ,(Ahlert-Lewis-Young)
Just An Hour Of Love ,(Trent-DeRose-Von Tilzer)
I'm Wonderin' Who ,(Trent-DeRose-Von Tilzer)
At The Jazz Band Ball ,(ODJB) 
Royal Garden Blues ,(Williams-Williams) 
The Jazz Me Blues ,(Delaney) 
,
,
Bix Beiderbecke / Frank Trumbauer 1927-28,
Three Blind Mice ,(Morehouse) 
Three Blind Mice ,(Morehouse) 
Clorinda ,(Heywood)
Clorinda ,(Heywood)
I'm More Than Satisfied ,(Klages-Waller)
I'm More Than Satisfied ,(Klages-Waller)
Goose Pimples ,(Trent-Henderson)
Sorry ,(Quicksell) 
Cryin' All Day ,(Trumbauer-Morehouse)
A Good Man Is Hard To Find ,(Green)
Since My Best Gal Turned Me Down ,(Lodwig-Quicksell)
Sugar ,(Yellen-Ager-Crum-Nichols) 
There'll Come A Time ,(Manone-Mole)
Jubilee ,(Robison) 
Mississippi Mud (Barris) ,(Barris-Cavanaugh) 
Our Bungalow Of Dreams ,(Malie-Newman-Verges)
Lila ,(Gottler-Tobias-Pinkard) 
Borneo ,(Donaldson)
My Pet ,(Yellen-Ager)
My Pet ,(Yellen-Ager) 
Somebody Stole My Gal ,(Wood) 
Thou Swell ,(Rodgers-Hart) 
Thou Swell ,(Rodgers-Hart)
,
,
Andy Kirk 1929-31,
Mess-A-Stomp ,(Williams) 
Blue Clarinet Stomp ,(Kirk)
Blue Clarinet Stomp ,(Kirk) 
Cloudy ,(Kirk) 
Casey Jones Special ,(Kirk)
Sumpin' Slow And Low ,(unknown)
Lotta Sax Appeal ,(Williams)
Corky Stomp ,(Kirk-Williams)
Froggy Bottom ,(Williams)
I Lost My Gal From Memphis ,(Tobias-DeRose)
Loose Ankles ,(Kirk-Williams) 
Snag It ,(Oliver)
Sweet And Hot ,(Freeman)
Mary's Idea ,(Williams)
Once Or Twice ,(Cobb) 
Gettin' Off A Mess ,(Williams)
Dallas Blues ,(Wand-Carett) 
Travellin' That Rocky Road ,(Lovett-Smith)
"Honey, Just For You ",(Freeman) 
"You Rascal, You ",(Theard) 
Saturday ,(Mitchell-Brooks) 
Sophomore ,(Hill-Causer)
Casey Jones  Blues ,(Kirk) 
There's Rhythm In The River ,(Webster)
I Need Lovin',(Glamor-Johnson) 
,
,
Chicago South Side 1928-31 ,
Endurance Stomp ,(Fernandez) 
Endurance Stomp ,(Fernandez) 
Yearning And Blue ,(Smith) 
Transatlantic Stomp ,(Cobb)
Barrelhouse Stomp ,(Melrose)
Rolling Mill ,(Dorsey)
Rolling Mill ,(Dorsey) 
Panama Blues ,(Montgomery)
Shake That Jelly Roll ,(Cobb-Melrose)
"Don’t Cry, Honey ",(Cobb-Hill) 
Smoke Shop Drag ,(Cobb-Hill)
Boot That Thing ,(Cobb-Hill)
South African Blues ,(Cobb) 
Piggly Wiggly Blues ,(Cobb)
Once Or Twice ,(Cobb)
Tiger Moan ,(Cingerana) 
Barrel House Stomp ,(Melrose) 
Georgia Grind ,(Melrose)
Careless Love ,(Traditional)
Kentucky Blues ,(unknown) 
I Want To Be Your Lovin’ Man ,(Scheller)
South African Blues ,(Cobb) 
Me And The Blues ,(unknown) 
"Sic ‘Em, Tige’ ",(Palmer) 
,
,
Harlem meets Chicago Jazz 1929-32 ,
The Minor Drag ,(Waller)
Harlem Fuss ,(Waller) 
Looking Good But Feeling Bad ,(Waller-Santly) 
I Need Someone Like You ,(Waller) 
Hello Lola ,(McKenzie-Means)
One Hour ,(Johnson-Creamer)
Lookin' For Another Sweetie ,(Smith-Grant) 
Ridin' But Walkin' ,(Waller)
"Won't You Get Off It, Please? ",(Waller) 
When I'm Alone ,(Smith) 
Girls Like You Were Meant For Boys Like Me ,(unknown)
Arkansas Blues ,(Lada-Williams)
Georgia On My Mind ,(Carmichael-Gorell)
I Can't Believe That You're In Love With Me ,(Gaskill-McHugh)
Darktown Strutters' Ball ,(Brooks)
"You Rascal, You ",(Theard)
Bugle Call Rag ,(Pettis-Meyers-Schoebel)
Bugle Call Rag ,(Pettis-Meyers-Schoebel) 
Oh Peter (You’re So Nice) ,(Wiedoft-Rose-Stafford)
Oh Peter (You’re So Nice) ,(Wiedoft-Rose-Stafford)
Margie ,(Davis-Conrad-Robinson)
,
,
Harlem meets Chicago Jazz 1932 The Rhythmakers,
Oh Peter (You’re So Nice) ,(Wiedoft-Rose-Stafford)
Oh Peter (You’re So Nice) ,(Wiedoft-Rose-Stafford)
Spider Crawl ,(Bland-Condon) 
Who's Sorry Now ,(Kalman-Ruby-Snyder) 
Take It Slow And Easy ,(Bland-Condon)
Bald Headed Mama ,(Bland-Condon)
I Would Do Anything For You ,(Hill-Williams-Hopkins) 
I Would Do Anything For You ,(Hill-Williams-Hopkins)
Mean Old Bed Bug Blues ,(Wood)
Mean Old Bed Bug Blues ,(Wood)
Yellow Dog Blues ,(Handy)
Yellow Dog Blues ,(Handy) 
Yes Suh! ,(Razaf-Dowell) 
Yes Suh! ,(Razaf-Dowell)
Who Stole The Lock ,(On The Hen House Door) (Razaf-Dowell) 
Who Stole The Lock ,(On The Hen House Door) (Razaf-Dowell) 
A Shine On Your Shoes ,(Dietz-Schwartz)
A Shine On Your Shoes ,(Dietz-Schwartz)
A Shine On Your Shoes ,(Dietz-Schwartz)
It's Gonna Be You ,(Young-Schuster-Little)
Someone Stole Gabriel's Horn ,(Mills-Washington-Hayes) 
Someone Stole Gabriel's Horn ,(Mills-Washington-Hayes) 
,
,
The Missourians 1927-30/ Alphonso Trent 1928-33,
I've Found A New Baby,(Williams-Palmer) 
Market Street Stomp,(Dickerson)
Ozark Mountain Blues,(Dickerson) 
"You'll Cry For Me, But I'll Be Gone",(Wright) 
Missouri Moan,(Smith)
I've Got Someone,(Brookes)
"""400"" Hop",(Wheeler)
Vine Street Drag,(Brown)
Scotty Blues,(Scott)
Two Hundred Squabble,(White)
Swingin' Dem Cats,(King)
Stoppin' The Traffic,(Maxey)
Prohibition Blues,(Thomas) 
Louder And Funnier ,(Sanders)
Gilded Kisses,(Mosley) 
Black And Blue Rhapsody,(Madison) 
Nightmare,(Riley-Meyers-Handler) 
After You've Gone ,(Creamer-Layton)
St. James Infirmary ,(Primrose)
Clementine,(Creamer-Warren) 
I've Found A New Baby ,(Williams-Palmer)
,
,
Cab Calloway ,
Gotta Darn Good Reason (For Bein’ Good) ,(Wheeler-Wright)
St. Louis Blues ,(Handy)
Sweet Jenny Lee ,(Donaldson)
Happy Feet ,(Yellen-Ager) 
Is That Religion? ,(Parish-Pinkard) 
Some Of These Days ,(Brooks)
Nobody's Sweetheart Now ,(Kahn-Erdman-Meyers-Schoebel)
St. James Infirmary ,(Primrose)
Minnie The Moocher ,(Calloway-Mills)
Doin' The Rumba ,(Mills-Perkins-Kenny) 
Mood Indigo ,(Bigard-Ellington-Mills)
Farewell Blues ,(Schoebel-Mares-Roppolo) 
I'm Crazy 'Bout My Baby ,(Waller-Hill) 
Creole Love Song ,(Ellington-Miley-Jackson) 
The Levee Low-Down ,(Brooks-Mills)
Blues In My Heart ,(Carter-Mills) 
Black Rhythm ,(Heywood-Mills)
Six Or Seven Times ,(Waller-Mills) 
It Looks Like Susie ,(Friend) 
Sweet Georgia Brown ,(Casey-Pinkard-Bernie)
Basin Street Blues ,(Williams)
Bugle Call Rag ,(Schoebel-Meyers) 
"You Rascal, You ",(Theard) 
,
,
California Ramblers 1923-27 featuring Adrian Rollini,
Louisville ,(Caesar) 
Copenhagen ,(Davis-Melrose) 
Gotta Getta Girl ,(Jones-Kahn) 
Dustin’ The Donkey ,(Quicksell) 
Tiger Rag ,(ODJB) 
Ev’rything Is Hotsy Totsy Now ,(McHugh-Mills) 
Sweet Georgia Brown ,(Bernie-Pinkard-Casey) 
Collegiate ,(Brown-Jaffe-Bonx) 
Collegiate ,(Brown-Jaffe-Bonx) 
Look Who’s Here ,(Klages-Whitmer) 
Look Who’s Here ,(Klages-Whitmer) 
Stockholm Stomp ,(Pettis-Goering) 
Sidewalk Blues ,(Morton) 
Sidewalk Blues ,(Morton) 
Pardon The Glove ,(Quicksell) 
Yes She Do - No She Don't ,(DeRose-Trent) 
Lazy Weather ,(DeRose) 
Vo-Do-Do-De-O Blues ,(Yellen-Ager) 
Beale Street Blues ,(Handy) 
Delirium ,(Schutt) 
Farewell Blues ,(Schoebel-Mares-Roppolo) 
,
,
New York Jazz Groups 1924-30,
Georgia Blues ,(Higgins-Overstreet) 
Lost My Baby Blues ,(Hibbeler) 
Red Hot Henry Brown ,(Rose) 
Loud Speakin' Papa ,(Pollack-Yellen) 
Hard To Get Gertie ,(Yellen-Ager) 
Pensacola ,(Rose) 
Clarinet Marmalade ,(Shields-Ragas) 
Take Your Finger Out Of Your Mouth ,(Schuster-Yellman) 
Go Joe Go ,(Kretzmer-Napoleon-Signorelli) 
It’s Right Here For You ,(Bradford) 
Tiger Rag ,(ODJB) 
Red Head ,(Nichols-Mole) 
Playing The Blues ,(Dorsey) 
Mean To Me ,(Turk-Ahlert) 
My Kinda Love ,(Trent-Alter) 
Getting Hot (Waterloo) ,(Napoleon-Signorelli) 
Anything ,(Napoleon-Signorelli) 
You Can’t Cheat A Cheater ,(Napoleon-Dorsey-Signorelli) 
You Can’t Cheat A Cheater ,(Napoleon-Dorsey-Signorelli) 
Ain’t Misbehavin’ ,(Waller-Brooks-Razaf) 
Moanin’ Low ,(Rainger-Dietz) 
Red Hair And Freckles ,(Livingston) 
Lovable And Sweet ,(Levant-Clare) 
Cinderella Brown ,(unknown) 
"Sing, You Sinners ",(Harling-Coslow) 
,
,
Fats Waller 1927-31,
Fats Waller Stomp ,(Waller-Irvis)
Savannah Blues ,(Morris)
Won’t You Take Me Home ,(Morris-Worde) 
He’s Gone Away ,(Bernstein-Easton-Easton)
Red Hot Dan ,(Easton)
Geechee Stomp ,(Booker-Austin) 
Please Take Me Out Of Jail ,(Morris-Waller) 
Willow Tree ,(Waller-Razaf) 
Willow Tree,(Waller-Razaf)
‘Sippi ,(Conrad-Creamer-Johnson)
‘Sippi ,(Conrad-Creamer-Johnson)
Thou Swell ,(Rodgers-Hart)
Thou Swell ,(Rodgers-Hart)
Persian Rug ,(Kahn-Moret) 
That's How I Feel Today ,(Redman)
Six Or Seven Times ,(Waller-Mills)
St Louis Blues ,(Handy)
After You’ve Gone ,(Creamer-Layton) 
Egyptian Ella ,(Doyle)
I’m Crazy ‘Bout My Baby ,(Waller-Hill) 
Dallas Blues ,(Wand-Garrett) 
Royal Garden Blues ,(Williams-Williams)
I’m Crazy ‘Bout My Baby ,(Waller-Hill) 
Draggin‘ My Heart Around ,(Hill)
,
,
James P. Johnson 1927-30,
All That I Had Is Gone ,(Bradford) 
Snowy Morning Blues ,(Johnson)
All That I Had Is Gone ,(Bradford)
Lucy Long ,(Bradford) 
Skiddle-De-Scow ,(Bradford)
Can I Get You ,(Williams)
What’s The Use Of Being Alone? ,(unknown)
Original Bugle Blues ,(Kelly)
Chicago Blues ,(Biese-Altier-Williams)
Mournful Tho'ts ,(Johnson)
Daylight Savin‘ Blues ,(Bradford)
Georgia’s Always On My Mind ,(Hohnson-Bradford) 
Riffs ,(Johnson) 
Feelin’ Blue ,(Johnson) 
Put Your Mind Right On It ,(Bradford-Johnson) 
Fare Thee Honey Blues ,(Bradford) 
You Don't Understand ,(Johnson) 
You've Got To Be Modernistic ,(Johnson)
Crying For The Carolines ,(Lewis-Young-Warren) 
What Is This Thing Called Love? ,(Porter) 
You’ve Got To Be Modernistic ,(Johnson) 
Jingles ,(Johnson) 
How Could I Be Blue? ,(Razaf-Wilson)
I’ve Found A New Baby ,(Palmer-Williams)
,
,
Benny Goodman 1927-29,
Waitin' For Katie ,(Kahn-Shapiro) 
Waitin' For Katie ,(Kahn-Shapiro) 
Memphis Blues ,(Handy) 
Memphis Blues ,(Handy) 
A Jazz Holiday ,(Overstreet-Melrose)
Wolverine Blues ,(Spikes-Spikes-Morton) 
Jungle Blues ,(Morton) 
Jungle Blues ,(Morton) 
Room 1411 ,(Goodman-Miller)  
Room 1411 ,(Goodman-Miller) 
Blue ,(Handman-Clarke-Leslie) 
Shirt Tail Stomp ,(Goodman) 
That's A Plenty ,(Pollack-Gilbert) 
Clarinetitis ,(Goodman) 
Dardanella ,(Bernard-Black-Fisher) (2:59)
Couldn't If I Wanted To ,(Palmer-Mills) 
Since You Went Away ,(Riddick-Smith) 
Whoopee Stomp ,(Terry-Mills) 
Whoopee Stomp ,(Terry-Mills) 
Baby ,(Fields-McHugh) 
Bugle Call Rag ,(Schoebel-Pettis-Meyers)
"Chinatown, My Chinatown ",(Schwartz-Jerome) 
,
,
Benny Goodman 1929-33,
Freshman Hop ,(Pettis)
Sweetest Melody ,(Goering-Pettis-Mills)
Bag O’Blues ,(Pettis)
After A While ,(Freeman-Goodman) 
Muskrat  Scramble  ,(Ory-Gilbert)
The Man From The South ,(Bloom-Woods)
St. James Infirmary ,(Primrose)
"On Revival Day, Part 1 ",(Razaf)
"On Revival Day, Part 2 ",(Razaf)
When Your Lover Has Gone ,(Swan)
Walkin' My Baby Back Home ,(Turk-Ahlert)
Basin Street Blues,(Williams) 
Beale Street Blues ,(Handy)
Beale Street Blues ,(Handy) 
After You've Gone ,(Creamer-Layton) 
Farewell Blues ,(Roppolo-Schoebel-Mares)
"Someday, Sweetheart ",(Spikes-Spikes) 
Sweet Lorraine ,(Burwell-Parish)
Doin' The Uptown Lowdown ,(Gordon-Revel)
The Jazz Me Blues ,(Delaney)
In De Ruff ,(Venuti)
,
,
Jack Teagarden 1928-29,
"She's A Great, Great Girl ",(Woods) 
'Cause I'm In Love ,(Signorelli-Malneck-Mills) 
Digga Digga Do ,(Fields-McHugh) 
Digga Digga Do ,(Fields-McHugh) 
Tiger Rag ,(La Rocca) 
Makin' Friends,(Teagarden-Condon-McPartland) 
Sweet Liza ,(Hirsch-Samuels) 
Dirty Dog ,(Teagarden-Condon-McPartland)
Would You Be Happy? ,(Rush-Mills) 
You’re My Waterloo ,(Tanassy-Parish) 
ndiana ,(McDonald-Hanley) 
Indiana ,(McDonald-Hanley) 
Dinah ,(Akst-Lewis-Young) 
On The Alamo ,(Kahn-Jones) 
On The Alamo ,(Kahn-Jones) 
That Da Da Strain ,(Medina-Dowell) 
Basin Street Blues ,(Williams) 
Last Cent ,(Prince) 
Who Cares? ,(Yellen-Ager) 
Rose Of Washington Square ,(McDonald-Hanley) 
Tailspin Blues ,(McKenzie) 
Never Had A Reason To Believe In You ,(McKenzie-Billings) 
,
,
Jack Teagarden 1930-31,
St. James Infirmary ,(Primrose) 
When You're Smiling ,(Fisher-Goodwin-Shay)
Farewell Blues ,(Schoebel-Mares-Roppolo) 
I'm Just Wild About Harry ,(Sissle-Blake) 
After You've Gone ,(Creamer-Layton) 
I Want To Be Happy ,(Youmans-Caesar)
Tea For Two ,(Youmans-Caesar) 
Peg O'My Heart ,(Fisher-Bryan)
Peg O'My Heart ,(Fisher-Bryan) 
Sweet Georgia Brown ,(Bernie-Pinkard-Casey) 
China Boy ,(Winfree-Boutelje) 
The Sheik Of Araby ,(Smith-Wheeler-Snyder) 
Shim-Me-Sha-Wabble ,(Williams) 
Shim-Me-Sha-Wabble ,(Williams) 
That’s The Kind Of Man For Me ,(Razaf-Palmer) 
I’m One Of God’s Children ,(Hammerstein II-Ruskin-Alter)
No Wonder I’m Blue ,(Hammerstein II-Alter) 
You Rascal You ,(Theard) 
That’s What I Like About You ,(Donaldson) 
Chances Are ,(Barris-Freed-Arnheim) 
I Got The Ritz From The One I Love ,(Barris) 
,
,
Fletcher Henderson 1923 & 24,
Beale Street Mama ,(Turk-Robinson)
Don't You Think You'll Be Missed ,(Harrison-Lyons-Rose)
Down Hearted Blues ,(Austin-Hunter) 
Gulf Coast Blues ,(Williams) 
When You Walked Out ,(Berlin)
Dicty Blues ,(Henderson-Lyons) 
Do Doodle Oom ,(Grainger-Henderson)
Just Hot ,(McHugh)
Old Black Joes' Blues ,(Henderson)
31st Street Blues ,(Hall-Geise)
Cotton Picker's Ball ,(Schoebel)
Lots O'Mama,(Schoebel) 
Chicago Blues ,(Allen)
Feelin’ The Way I Do ,(DeSylva-Donaldson)
Tea Pot Dome Blues ,(Schoebel)
Mobile Blues ,(Short-Rose) 
Houston Blues ,(Thomas) 
Muscle Shoals Blues ,(Thomas)
The Gouge Of Armour  Avenue ,(Handy)
Hard Hearted Hannah ,(Ager)
