Track,CD,Boxnumber,Title,Composer,Artist,Aufnahmeort,Aufnahmedatum,Besetzung,
,,,,,,,,,
,,,,,,,,,
Jazz Roads – Classic Jazz – 232093,,,,,,,,,
,,,,,,,,,
13,86,232093,Off To Buffalo ,(Candullo-Carroll),The Dixie Stompers,New York,20/10/1926,"Fletcher Henderson (p, dir): Rex Stewart (c), Joe Smith (t), Benny Morton? (tb), Buster Bailey (cl, as), Don Redman (cl, ss, as), Coleman Hawkins (cl, ts), Charlie Dixon (bj), Kaiser Marshall (d).",
14,86,232093,Brotherly Love ,(Meyers-Schoebel) ,The Dixie Stompers,New York,20/10/1926,"Fletcher Henderson (p, dir): Rex Stewart (c), Joe Smith (t), Benny Morton? (tb), Buster Bailey (cl, as), Don Redman (cl, ss, as), Coleman Hawkins (cl, ts), Charlie Dixon (bj), Kaiser Marshall (d).",
15,86,232093,Alabama Stomp ,(Johnson-Creamer) ,The Dixie Stompers,New York,20/10/1926,"Fletcher Henderson (p, dir): Rex Stewart (c), Joe Smith (t), Benny Morton? (tb), Buster Bailey (cl, as), Don Redman (cl, ss, as), Coleman Hawkins (cl, ts), Charlie Dixon (bj), Kaiser Marshall (d).",
16,86,232093,The Henderson Stomp ,(Waller),Fletcher Henderson And His Orchestra,New York,03/11/1926,"Fletcher Henderson (dir): Russell Smith, Joe Smith, Tommy Ladnier (t), Benny Morton (tb), Buster Bailey (cl, as), Don Redman (cl, as, a), Coleman Hawkins (cl, ts), Fats Waller (p, or), Charlie Dixon (bj), June Cole (bb), Kaiser Marshall (d).",
17,86,232093,The Chant ,(Stitzel),Fletcher Henderson And His Orchestra,New York,03/11/1926,"Fletcher Henderson (dir): Russell Smith, Joe Smith, Tommy Ladnier (t), Benny Morton (tb), Buster Bailey (cl, as), Don Redman (cl, as, a), Coleman Hawkins (cl, ts), Fats Waller (p, or), Charlie Dixon (bj), June Cole (bb), Kaiser Marshall (d).",
18,86,232093,Clarinet Marmalade ,(Shields-Ragas) ,Fletcher Henderson And His Orchestra,New York,08/12/1926,"Fletcher Henderson (p, dir): Russell Smith, Joe Smith, Tommy Ladnier (t), Benny Morton? (tb), Buster Bailey (cl, as), Don Redman (cl, as, a?), Coleman Hawkins (cl, ts), Charlie Dixon (bj), June Cole (bb), Kaiser Marshall (d).",
19,86,232093,Clarinet Marmalade ,(Shields-Ragas) ,Fletcher Henderson And His Orchestra,New York,08/12/1926,"Fletcher Henderson (p, dir): Russell Smith, Joe Smith, Tommy Ladnier (t), Benny Morton? (tb), Buster Bailey (cl, as), Don Redman (cl, as, a?), Coleman Hawkins (cl, ts), Charlie Dixon (bj), June Cole (bb), Kaiser Marshall (d).",
20,86,232093,Hot Mustard ,(Henderson) ,Fletcher Henderson And His Orchestra,New York,08/12/1926,"Fletcher Henderson (p, dir): Russell Smith, Joe Smith, Tommy Ladnier (t), Benny Morton? (tb), Buster Bailey (cl, as), Don Redman (cl, as, a?), Coleman Hawkins (cl, ts), Charlie Dixon (bj), June Cole (bb), Kaiser Marshall (d).",
,,,,,,,,,
,,,,,,,,,
CD 87 ,,,Fletcher Henderson 1927 ,,,,,,
1,87,232093,Baby Won't You Please Come Home ,(Warfield-Williams),Fletcher Henderson And His Orchestra,New York,19/01/1927,"Fletcher Henderson (p, dir): Russell Smith, Joe Smith, Tommy Ladnier (t), Benny Morton, Jimmy Harrison (tb), Buster Bailey, Don Redman (cl, as), Coleman Hawkins (cl, ts), Charlie Dixon (bj, g), June Cole (bb), Kaiser Marshall (d), Evelyn Preer Thompson (v).",
2,87,232093,Some Of These Days ,(Brooks) ,Fletcher Henderson And His Orchestra,New York,19/01/1927,"Fletcher Henderson (p, dir): Russell Smith, Joe Smith, Tommy Ladnier (t), Benny Morton, Jimmy Harrison (tb), Buster Bailey, Don Redman (cl, as), Coleman Hawkins (cl, ts), Charlie Dixon (bj, g), June Cole (bb), Kaiser Marshall (d), Evelyn Preer Thompson (v).",
3,87,232093,Have It Ready ,(Henderson),Dixie Stompers,New York,20/01/1927,"Fletcher Henderson (p, dir): Joe Smith, Tommy Ladnier (t), Benny Morton? (tb), Buster Bailey (cl, as), Don Redman (cl, as, a), Coleman Hawkins (cl, ts, bar), Charlie Dixon (bj), Kaiser Marshall (d), Ken MacComber? (a).",
4,87,232093,Ain't She Sweet ,(Ager-Yellen),Dixie Stompers,New York,20/01/1927,"Fletcher Henderson (p, dir): Joe Smith, Tommy Ladnier (t), Benny Morton? (tb), Buster Bailey (cl, as), Don Redman (cl, as, a), Coleman Hawkins (cl, ts, bar), Charlie Dixon (bj), Kaiser Marshall (d), Ken MacComber? (a).",
5,87,232093,Snag It ,(Oliver) ,Dixie Stompers,New York,20/01/1927,"Fletcher Henderson (p, dir): Joe Smith, Tommy Ladnier (t), Benny Morton? (tb), Buster Bailey (cl, as), Don Redman (cl, as, a), Coleman Hawkins (cl, ts, bar), Charlie Dixon (bj), Kaiser Marshall (d), Ken MacComber? (a).",
6,87,232093,Rocky Mountain Blues ,(Henderson-Carroll-McComber),Fletcher Henderson And His Orchestra,New York,21/01/1927,"Fletcher Henderson (p, dir): Russell Smith, Joe Smith, Tommy Ladnier (t), Benny Morton, Jimmy Harrison (tb), Buster Bailey (cl, as), Don Redman (cl, as, v, a), Coleman Hawkins (cl, ts), Charlie Dixon (bj), June Cole (bb), Kaiser Marshall (d).",
7,87,232093,Tozo ,(Henderson-Cowdry),Fletcher Henderson And His Orchestra,New York,21/01/1927,"Fletcher Henderson (p, dir): Russell Smith, Joe Smith, Tommy Ladnier (t), Benny Morton, Jimmy Harrison (tb), Buster Bailey (cl, as), Don Redman (cl, as, v, a), Coleman Hawkins (cl, ts), Charlie Dixon (bj), June Cole (bb), Kaiser Marshall (d).",
8,87,232093,Fidgety Feet ,(LaRocca-Shields),Fletcher Henderson And His Orchestra,New York,19/03/1927,"Fletcher Henderson (p, dir): Russell Smith, Joe Smith, Tommy Ladnier (t), Jimmy Harrison (tb), Buster Bailey, Don Redman (cl, as), Coleman Hawkins (ts, cl), Charlie Dixon (bj), June Cole (bb), Kaiser Marshall (d).",
9,87,232093,Fidgety Feet ,(LaRocca-Shields) ,Fletcher Henderson And His Orchestra,New York,19/03/1927,"Fletcher Henderson (p, dir): Russell Smith, Joe Smith, Tommy Ladnier (t), Jimmy Harrison (tb), Buster Bailey, Don Redman (cl, as), Coleman Hawkins (ts, cl), Charlie Dixon (bj), June Cole (bb), Kaiser Marshall (d).",
10,87,232093,Sensation ,(Edwards) ,Fletcher Henderson And His Orchestra,New York,19/03/1927,"Fletcher Henderson (p, dir): Russell Smith, Joe Smith, Tommy Ladnier (t), Jimmy Harrison (tb), Buster Bailey, Don Redman (cl, as), Coleman Hawkins (ts, cl), Charlie Dixon (bj), June Cole (bb), Kaiser Marshall (d).",
11,87,232093,St. Louis Shuffle ,(Pettis-Waller) ,Fletcher Henderson And His Orchestra,New York,27/04/1927,"Fletcher Henderson (p, a, dir): Russell Smith, Joe Smith, Tommy Ladnier (t), Benny Morton, Jimmy Harrison (tb), Buster Bailey (cl, as), Don Redman (cl, as, a), Coleman Hawkins (ts, cl), Charlie Dixon (bj), June Cole (bb, v), Kaiser Marshall (d).",
12,87,232093,Variety Stomp,(Green-Trent-Henderson) ,Fletcher Henderson And His Orchestra,New York,27/04/1927,"Fletcher Henderson (p, a, dir): Russell Smith, Joe Smith, Tommy Ladnier (t), Benny Morton, Jimmy Harrison (tb), Buster Bailey (cl, as), Don Redman (cl, as, a), Coleman Hawkins (ts, cl), Charlie Dixon (bj), June Cole (bb, v), Kaiser Marshall (d).",
13,87,232093,P.D.Q. Blues ,(Henry-Simpson),Fletcher Henderson And His Orchestra,New York,28/04/1927,"Fletcher Henderson (p, a, dir): Russell Smith, Joe Smith, Tommy Ladnier (t), Benny Morton, Jimmy Harrison (tb), Buster Bailey (cl, as), Don Redman (cl, as, a), Coleman Hawkins (ts, cl), Charlie Dixon (bj), June Cole (bb, v), Kaiser Marshall (d).",
14,87,232093,Livery Stable Blues ,(ODJB),Fletcher Henderson And His Orchestra,New York,28/04/1927,"Fletcher Henderson (p, a, dir): Russell Smith, Joe Smith, Tommy Ladnier (t), Benny Morton, Jimmy Harrison (tb), Buster Bailey (cl, as), Don Redman (cl, as, a), Coleman Hawkins (ts, cl), Charlie Dixon (bj), June Cole (bb, v), Kaiser Marshall (d).",
15,87,232093,Whiteman Stomp ,(Waller-Trent),Fletcher Henderson And His Orchestra,New York,11/05/1927,"Fletcher Henderson (dir): Russell Smith, Joe Smith, Tommy Ladnier (t), Benny Morton, Jimmy Harrison (tb), Buster Bailey (cl, as), Don Redman (cl, as, a), Coleman Hawkins (ts, cl), Fats Waller (p), Charlie Dixon (bj), June Cole (bb), Kaiser Marshall (d).",
16,87,232093,I'm Coming Virginia ,(Heywood-Cook) ,Fletcher Henderson And His Orchestra,New York,11/05/1927,"Fletcher Henderson (dir): Russell Smith, Joe Smith, Tommy Ladnier (t), Benny Morton, Jimmy Harrison (tb), Buster Bailey (cl, as), Don Redman (cl, as, a), Coleman Hawkins (ts, cl), Fats Waller (p), Charlie Dixon (bj), June Cole (bb), Kaiser Marshall (d).",
17,87,232093,Cornfed! ,(Effros-Wall) ,The Dixie Stompers,New York,12/05/1927,"Fletcher Henderson (p, dir): Russell Smith, Joe Smith, Tommy Ladnier (t), Benny Morton, Jimmy Harrison (tb), Buster Bailey (cl, as), Don Redman (cl, as, a), Coleman Hawkins (ts, cl), Charlie Dixon (bj), June Cole (bb), Kaiser Marshall (d).",
18,87,232093,Variety Stomp ,(Green-Trent-Henderson) ,The Dixie Stompers,New York,12/05/1927,"Fletcher Henderson (p, dir): Russell Smith, Joe Smith, Tommy Ladnier (t), Benny Morton, Jimmy Harrison (tb), Buster Bailey (cl, as), Don Redman (cl, as, a), Coleman Hawkins (ts, cl), Charlie Dixon (bj), June Cole (bb), Kaiser Marshall (d).",
19,87,232093,The St. Louis Blues ,(Handy) ,The Dixie Stompers,New York,12/05/1927,"Fletcher Henderson (p, dir): Russell Smith, Joe Smith, Tommy Ladnier (t), Benny Morton, Jimmy Harrison (tb), Buster Bailey (cl, as), Don Redman (cl, as, a), Coleman Hawkins (ts, cl), Charlie Dixon (bj), June Cole (bb), Kaiser Marshall (d).",
20,87,232093,Black Maria ,(Rose),The Dixie Stompers,New York,24/10/1927,"Fletcher Henderson (p, dir): Russell Smith, Tommy Ladnier (t), Jimmy Harrison (tb), Buster Bailey (cl, as), Don Pasquall (as), Coleman Hawkins (ts, cl), Charlie Dixon (bj), Don Redman?, Jack Purvis (a) .",
21,87,232093,Goose Pimples ,(Trent-Henderson),The Dixie Stompers,New York,24/10/1927,"Fletcher Henderson (p, dir): Russell Smith, Tommy Ladnier (t), Jimmy Harrison (tb), Buster Bailey (cl, as), Don Pasquall (as), Coleman Hawkins (ts, cl), Charlie Dixon (bj), Don Redman?, Jack Purvis (a) .",
22,87,232093,(The) Baltimore ,(McHugh-Healy-Kahal) ,The Dixie Stompers,New York,24/10/1927,"Fletcher Henderson (p, dir): Russell Smith, Tommy Ladnier (t), Jimmy Harrison (tb), Buster Bailey (cl, as), Don Pasquall (as), Coleman Hawkins (ts, cl), Charlie Dixon (bj), Don Redman?, Jack Purvis (a) .",
23,87,232093,Hop Off ,(Williams-Waller),Fletcher Henderson And His Orchestra,New York,04/11/1927,"Fletcher Henderson (p, dir): Russell Smith, Joe Smith, Tommy Ladnier (t), Benny Morton (tb), Jimmy Harrison (tb, v), Buster Bailey, Don Pasquall (cl, as), Coleman Hawkins (ts, cl), Charlie Dixon (bj), June Cole (bb), Kaiser Marshall (d).",
,,,,,,,,,
,,,,,,,,,
CD 88 ,,,Fletcher Henderson 1928-31,,,,,,
1,88,232093,King Porter Stomp ,(Morton),Fletcher Henderson And His Orchestra,New York,14/03/1928,"Fletcher Henderson (p, dir): Russell Smith, Joe Smith, Bobby Stark (t), Benny Morton, Jimmy Harrison (tb), Buster Bailey (cl), Don Pasquall (cl, as), Coleman Hawkins (cl, ts), Charlie Dixon (bj), June Cole (bb), Kaiser Marshall (d).",
2,88,232093,D' Natural Blues ,(Henderson) ,Fletcher Henderson And His Orchestra,New York,14/03/1928,"Fletcher Henderson (p, dir): Russell Smith, Joe Smith, Bobby Stark (t), Benny Morton, Jimmy Harrison (tb), Buster Bailey (cl), Don Pasquall (cl, as), Coleman Hawkins (cl, ts), Charlie Dixon (bj), June Cole (bb), Kaiser Marshall (d).",
3,88,232093,"Oh, Baby! ",(Murphy),The Dixie Stompers,New York,06/04/1928,"Fletcher Henderson (p, dir): Bobby Stark, Rex Stewart (t), Charlie Green (tb), Buster Bailey (cl, as), Coleman Hawkins (ts), Charlie Dixon (bj), Don Pasquall (bsx), Kaiser Marshall (d).",
4,88,232093,Feelin' Good ,(Murphy) ,The Dixie Stompers,New York,06/04/1928,"Fletcher Henderson (p, dir): Bobby Stark, Rex Stewart (t), Charlie Green (tb), Buster Bailey (cl, as), Coleman Hawkins (ts), Charlie Dixon (bj), Don Pasquall (bsx), Kaiser Marshall (d).",
5,88,232093,I'm Feelin' Devilish ,(Pinkard) ,The Dixie Stompers,New York,06/04/1928,"Fletcher Henderson (p, dir): Bobby Stark, Rex Stewart (t), Charlie Green (tb), Buster Bailey (cl, as), Coleman Hawkins (ts), Charlie Dixon (bj), Don Pasquall (bsx), Kaiser Marshall (d).",
6,88,232093,Hop Off ,(Williams-Waller),Fletcher Henderson And His Orchestra,Chicago,14/09/1928,"Fletcher Henderson (p, dir): Russell Smith, Joe Smith, Bobby Stark (t), Benny Morton, ?Charlie Green (tb), Buster Bailey (cl, as), Don Pasquall (as), Coleman Hawkins (ts), Charlie Dixon (bj), June Cole (bb), Kaiser Marshall (d).",
7,88,232093,Old Black Joe's Blues ,(Henderson-Lottman),Fletcher Henderson And His Orchestra,New York,"about mid November, 1928 ","Rex Stewart (c), Charlie Green (tb), Buster Bailey (cl), Benny Carter (as), Fletcher Henderson (p), Charlie Dixon or Clarence Holiday (bj), Coleman Hawkins (bsx).",
8,88,232093,Come On Baby! ,(Gottler-Clare-Pinkard) ,Fletcher Henderson And His Orchestra,New York,12/12/1928,"Fletcher Henderson (p, dir): Rex Stewart, Bobby Stark (t), ?Charlie Green (tb), Buster Bailey (cl, as), Benny Carter (as, v, a), Coleman Hawkins (ts), Clarence Holiday (bj), June Cole (bb), Kaiser Marshall (d).",
9,88,232093,Easy Money ,(Austin),Fletcher Henderson And His Orchestra,New York,12/12/1928,"Fletcher Henderson (p, dir): Rex Stewart, Bobby Stark (t), ?Charlie Green (tb), Buster Bailey (cl, as), Benny Carter (as, v, a), Coleman Hawkins (ts), Clarence Holiday (bj), June Cole (bb), Kaiser Marshall (d).",
10,88,232093,Freeze And Melt ,(Fields-McHugh),Fletcher Henderson And His Orchestra,New York,"ca. April, 1929","Fletcher Henderson (p, dir): Rex Stewart (c), Bobby Stark (t), Jimmy Harrison, ?Charlie Green (tb), Buster Bailey, Harvey Boone (cl, as), Coleman Hawkins (cl, ts), Clarence Holiday (bj), ?Del Thomas (bb), Benny Carter (a). ",
11,88,232093,Raisin' The Roof ,(Fields-McHugh) ,Fletcher Henderson And His Orchestra,New York,"ca. April, 1929","Fletcher Henderson (p, dir): Rex Stewart (c), Bobby Stark (t), Jimmy Harrison, ?Charlie Green (tb), Buster Bailey, Harvey Boone (cl, as), Coleman Hawkins (cl, ts), Clarence Holiday (bj), ?Del Thomas (bb), Benny Carter (a). ",
12,88,232093,Blazin' ,(Sanders),Fletcher Henderson And His Orchestra,New York,16/05/1929,"Fletcher Henderson (p, dir): Russell Smith, Bobby Stark (t), Rex Stewart (c), Jimmy Harrison, ?Charlie Green (tb), Harvey Boone, poss. Arville Harris (cl, as), Coleman Hawkins (ts), Clarence Holiday (bj), ?Del Thomas (bb), Kaiser Marshall (d), Benny Carter (a). ",
13,88,232093,The Wang Wang Blues ,(Mueller-Busse-Johnson),Fletcher Henderson And His Orchestra,New York,16/05/1929,"Fletcher Henderson (p, dir): Russell Smith, Bobby Stark (t), Rex Stewart (c), Jimmy Harrison, ?Charlie Green (tb), Harvey Boone, poss. Arville Harris (cl, as), Coleman Hawkins (ts), Clarence Holiday (bj), ?Del Thomas (bb), Kaiser Marshall (d), Benny Carter (a). ",
14,88,232093,"Chinatown, My Chinatown ",(Schwartz-Jerome),Fletcher Henderson And His Orchestra,New York,03/10/1930,"Fletcher Henderson (p, dir): Russell Smith, Bobby Stark (t), Rex Stewart (c), Claude Jones (tb), Jimmy Harrison (tb, v), Harvey Boone (cl, as), Benny Carter (cl, as, a), Coleman Hawkins (ts), Clarence Holiday (bj), John Kirby (bb, sb), Walter Johnson (d), vocal trio (prob. Joones, Stewart and Carter) (v), John Nesbitt (a).",
15,88,232093,Somebody Loves Me ,(Gershwin-Mac Donald-DeSylva),Fletcher Henderson And His Orchestra,New York,03/10/1930,"Fletcher Henderson (p, dir): Russell Smith, Bobby Stark (t), Rex Stewart (c), Claude Jones (tb), Jimmy Harrison (tb, v), Harvey Boone (cl, as), Benny Carter (cl, as, a), Coleman Hawkins (ts), Clarence Holiday (bj), John Kirby (bb, sb), Walter Johnson (d), vocal trio (prob. Joones, Stewart and Carter) (v), John Nesbitt (a).",
16,88,232093,Keep A Song In Your Soul ,(Waller-Hill),Fletcher Henderson And His Orchestra,New York,02/12/1930,"Fletcher Henderson (p, dir): Russell Smith, Bobby Stark (t), Rex Stewart (c, v), Jimmy Harrison, Claude Jones (tb, v), Benny Carter (cl, as, a, v), Harvey Boone (as), Coleman Hawkins (ts), Clarence Holiday (g, bj), John Kirby (bb), Walter Johnson (d), John Nesbitt (a).",
17,88,232093,What Good Am I Without You? ,(Ager),Fletcher Henderson And His Orchestra,New York,02/12/1930,"Fletcher Henderson (p, dir): Russell Smith, Bobby Stark (t), Rex Stewart (c, v), Jimmy Harrison, Claude Jones (tb, v), Benny Carter (cl, as, a, v), Harvey Boone (as), Coleman Hawkins (ts), Clarence Holiday (g, bj), John Kirby (bb), Walter Johnson (d), John Nesbitt (a).",
18,88,232093,I've Found What I Wanted in You ,(Ward-Endor),Fletcher Henderson And His Orchestra,New York,05/02/1931,"Fletcher Henderson (p, dir): Russell Smith, Bobby Stark, Rex Stewart (t), Jimmy Harrison (tb, v), Claude Jones (tb), Benny Carter (cl, as, a), Harvey Boone (as), Coleman Hawkins (ts), Clarence Holiday (g, bj), John Kirby (sb, bb), Walter Johnson (d), Bill Challis (a), Lois Deppe (v).",
19,88,232093,My Gal Sal ,(Dresser) ,Fletcher Henderson And His Orchestra,New York,05/02/1931,"Fletcher Henderson (p, dir): Russell Smith, Bobby Stark, Rex Stewart (t), Jimmy Harrison (tb, v), Claude Jones (tb), Benny Carter (cl, as, a), Harvey Boone (as), Coleman Hawkins (ts), Clarence Holiday (g, bj), John Kirby (sb, bb), Walter Johnson (d), Bill Challis (a), Lois Deppe (v).",
20,88,232093,My Pretty Girl ,(Fulcher),Fletcher Henderson And His Orchestra,New York,05/02/1931,"Fletcher Henderson (p, dir): Russell Smith, Bobby Stark, Rex Stewart (t), Jimmy Harrison (tb, v), Claude Jones (tb), Benny Carter (cl, as, a), Harvey Boone (as), Coleman Hawkins (ts), Clarence Holiday (g, bj), John Kirby (sb, bb), Walter Johnson (d), Bill Challis (a), Lois Deppe (v).",
21,88,232093,Sweet And Hot ,(Yellen-Arlen) ,Fletcher Henderson And His Orchestra,New York,05/02/1931,"Fletcher Henderson (p, dir): Russell Smith, Bobby Stark, Rex Stewart (t), Jimmy Harrison (tb, v), Claude Jones (tb), Benny Carter (cl, as, a), Harvey Boone (as), Coleman Hawkins (ts), Clarence Holiday (g, bj), John Kirby (sb, bb), Walter Johnson (d), Bill Challis (a), Lois Deppe (v).",
,,,,,,,,,
,,,,,,,,,
CD 89 ,,,Fletcher Henderson 1931,,,,,,
1,89,232093,Clarinet Marmalade ,(Shields-Ragas) ,Fletcher Henderson And His Orchestra,New York,19/03/1931,"Fletcher Henderson (a, dir): Russell Smith, Bobby Stark, Rex Stewart (t), Claude Jones, Benny Morton (tb), Russell Procope, Harvey Boone (cl, as), Coleman Hawkins (cl, ts, bar), Horace Henderson (p, a), Clarence Holiday (g), John Kirby (bb), Walter Johnson (d), Bill Challis (a).",
2,89,232093,Sugar Foot Stomp ,(Oliver-Melrose) ,Fletcher Henderson And His Orchestra,New York,19/03/1931,"Fletcher Henderson (a, dir): Russell Smith, Bobby Stark, Rex Stewart (t), Claude Jones, Benny Morton (tb), Russell Procope, Harvey Boone (cl, as), Coleman Hawkins (cl, ts, bar), Horace Henderson (p, a), Clarence Holiday (g), John Kirby (bb), Walter Johnson (d), Bill Challis (a).",
3,89,232093,Hot And Anxious ,(Henderson),Fletcher Henderson And His Orchestra,New York,19/03/1931,"Fletcher Henderson (a, dir): Russell Smith, Bobby Stark, Rex Stewart (t), Claude Jones, Benny Morton (tb), Russell Procope, Harvey Boone (cl, as), Coleman Hawkins (cl, ts, bar), Horace Henderson (p, a), Clarence Holiday (g), John Kirby (bb), Walter Johnson (d), Bill Challis (a).",
4,89,232093,Comin' And Going ,(Henderson-Henderson),Fletcher Henderson And His Orchestra,New York,19/03/1931,"Fletcher Henderson (a, dir): Russell Smith, Bobby Stark, Rex Stewart (t), Claude Jones, Benny Morton (tb), Russell Procope, Harvey Boone (cl, as), Coleman Hawkins (cl, ts, bar), Horace Henderson (p, a), Clarence Holiday (g), John Kirby (bb), Walter Johnson (d), Bill Challis (a).",
5,89,232093,After You've Gone ,(Creamer-Layton),Fletcher Henderson And His Orchestra,New York,"March, 1931","Fletcher Henderson (p, a, dir): Russell Smith, Bobby Stark (t), prob. Rex Stewart (c), Claude Jones, Benny Morton (tb), Russell Procope, Harvey Boone (cl, as), Coleman Hawkins (ts), Clarence Holiday (g), John Kirby (bb, sb), Walter Johnson (d, vib or bells), Bill Challis (a), unknown (white?)(v).",
6,89,232093,Star Dust ,(Carmichael-Parish) ,Fletcher Henderson And His Orchestra,New York,"March, 1931","Fletcher Henderson (p, a, dir): Russell Smith, Bobby Stark (t), prob. Rex Stewart (c), Claude Jones, Benny Morton (tb), Russell Procope, Harvey Boone (cl, as), Coleman Hawkins (ts), Clarence Holiday (g), John Kirby (bb, sb), Walter Johnson (d, vib or bells), Bill Challis (a), unknown (white?)(v).",
7,89,232093,Tiger Rag ,(ODJB) ,Fletcher Henderson And His Orchestra,New York,"March, 1931","Fletcher Henderson (p, a, dir): Russell Smith, Bobby Stark (t), prob. Rex Stewart (c), Claude Jones, Benny Morton (tb), Russell Procope, Harvey Boone (cl, as), Coleman Hawkins (ts), Clarence Holiday (g), John Kirby (bb, sb), Walter Johnson (d, vib or bells), Bill Challis (a), unknown (white?)(v).",
8,89,232093,Somebody Stole My Gal ,(Wood),Fletcher Henderson And His Orchestra,New York,"March, 1931","Fletcher Henderson (p, a, dir): Russell Smith, Bobby Stark (t), prob. Rex Stewart (c), Claude Jones, Benny Morton (tb), Russell Procope, Harvey Boone (cl, as), Coleman Hawkins (ts), Clarence Holiday (g), John Kirby (bb, sb), Walter Johnson (d, vib or bells), Bill Challis (a), unknown (white?)(v).",
9,89,232093,I'm Crazy 'Bout My Baby ,(Waller-Hill),Connie's Inn Orchestra,New York,10/04/1931,"Fletcher Henderson (p, dir, a): Russell Smith, Bobby Stark, Rex Stewart (t), Claude Jones, Benny Morton (tb), Russell Procope, Harvey Boone (cl, as), Coleman Hawkins (ts), Clarence Holiday (g), John Kirby (sb, bb), Walter Johnson (d), Bill Challis (a), George Bias (v).",
10,89,232093,Sugar Foot Stomp ,(Oliver-Melrose),Connie's Inn Orchestra,New York,10/04/1931,"Fletcher Henderson (p, dir, a): Russell Smith, Bobby Stark, Rex Stewart (t), Claude Jones, Benny Morton (tb), Russell Procope, Harvey Boone (cl, as), Coleman Hawkins (ts), Clarence Holiday (g), John Kirby (sb, bb), Walter Johnson (d), Bill Challis (a), George Bias (v).",
11,89,232093,Just Blues ,(Henderson) ,Connie's Inn Orchestra,New York,10/04/1931,"Fletcher Henderson (p, dir, a): Russell Smith, Bobby Stark, Rex Stewart (t), Claude Jones, Benny Morton (tb), Russell Procope, Harvey Boone (cl, as), Coleman Hawkins (ts), Clarence Holiday (g), John Kirby (sb, bb), Walter Johnson (d), Bill Challis (a), George Bias (v).",
12,89,232093,Singin' The Blues ,(Lewis-Young-Conrad-Robinson) ,Connie's Inn Orchestra,New York,10/04/1931,"Fletcher Henderson (p, dir, a): Russell Smith, Bobby Stark, Rex Stewart (t), Claude Jones, Benny Morton (tb), Russell Procope, Harvey Boone (cl, as), Coleman Hawkins (ts), Clarence Holiday (g), John Kirby (sb, bb), Walter Johnson (d), Bill Challis (a), George Bias (v).",
13,89,232093,Sugar Foot Stomp ,(Oliver-Melrose) ,Connie's Inn Orchestra,"Camden, N.J.",29/04/1931,"Fletcher Henderson (p, dir, a): Russell Smith, Bobby Stark, Rex Stewart (t), Claude Jones, Benny Morton (tb), Russell Procope, Harvey Boone (cl, as), Coleman Hawkins (ts), Clarence Holiday (g), John Kirby (sb, bb), Walter Johnson (d), Bill Challis (a), George Bias (v).",
14,89,232093,Sugar Foot Stomp ,(Oliver-Melrose),Connie's Inn Orchestra,"Camden, N.J.",29/04/1931,"Fletcher Henderson (p, dir, a): Russell Smith, Bobby Stark, Rex Stewart (t), Claude Jones, Benny Morton (tb), Russell Procope, Harvey Boone (cl, as), Coleman Hawkins (ts), Clarence Holiday (g), John Kirby (sb, bb), Walter Johnson (d), Bill Challis (a), George Bias (v).",
15,89,232093,Roll On Mississippi ,(West-McCafrey-Ringle) ,Connie's Inn Orchestra,"Camden, N.J.",29/04/1931,"Fletcher Henderson (p, dir, a): Russell Smith, Bobby Stark, Rex Stewart (t), Claude Jones, Benny Morton (tb), Russell Procope, Harvey Boone (cl, as), Coleman Hawkins (ts), Clarence Holiday (g), John Kirby (sb, bb), Walter Johnson (d), Bill Challis (a), George Bias (v).",
16,89,232093,Roll On Mississippi ,(West-McCafrey-Ringle) ,Connie's Inn Orchestra,"Camden, N.J.",29/04/1931,"Fletcher Henderson (p, dir, a): Russell Smith, Bobby Stark, Rex Stewart (t), Claude Jones, Benny Morton (tb), Russell Procope, Harvey Boone (cl, as), Coleman Hawkins (ts), Clarence Holiday (g), John Kirby (sb, bb), Walter Johnson (d), Bill Challis (a), George Bias (v).",
17,89,232093,"Moan, You Moaners ",(Williams) ,Connie's Inn Orchestra,"Camden, N.J.",29/04/1931,"Fletcher Henderson (p, dir, a): Russell Smith, Bobby Stark, Rex Stewart (t), Claude Jones, Benny Morton (tb), Russell Procope, Harvey Boone (cl, as), Coleman Hawkins (ts), Clarence Holiday (g), John Kirby (sb, bb), Walter Johnson (d), Bill Challis (a), George Bias (v).",
18,89,232093,"Moan, You Moaners ",(Williams),Connie's Inn Orchestra,"Camden, N.J.",29/04/1931,"Fletcher Henderson (p, dir, a): Russell Smith, Bobby Stark, Rex Stewart (t), Claude Jones, Benny Morton (tb), Russell Procope, Harvey Boone (cl, as), Coleman Hawkins (ts), Clarence Holiday (g), John Kirby (sb, bb), Walter Johnson (d), Bill Challis (a), George Bias (v).",
19,89,232093,Singing The Blues ,(Lewis-Young-Conrad-Robinson),Connie's Inn Orchestra,"Camden, N.J.",29/04/1931,"Fletcher Henderson (p, dir, a): Russell Smith, Bobby Stark, Rex Stewart (t), Claude Jones, Benny Morton (tb), Russell Procope, Harvey Boone (cl, as), Coleman Hawkins (ts), Clarence Holiday (g), John Kirby (sb, bb), Walter Johnson (d), Bill Challis (a), George Bias (v).",
