Track,CD,Boxnumber,Title,Composer,Artist,Aufnahmeort,Aufnahmedatum,Besetzung,
,,,,,,,,,
,,,,,,,,,
Jazz Roads – Classic Jazz – 232093,,,,,,,,,
,,,,,,,,,
9,24,232095,Here Goes (A Fool),(Koehler-Arlen),Jimmie Lunceford And His Orchestra,New York,20/03/1934,"Jimmie Lunceford (dir): Sy Oliver (t, a), Eddie Tompkins, Tommy Stevenson (t), Henry Wells (tb, v), Russell Bowles (tb), Willie Smith, Earl Carruthers (cl, as, bar), Joe Thomas (cl, ts), Edwin Wilcox (p, cel), Al Norris (g), Moses Allen (bb), Jimmy Crawford (d, vib), Will Hudson (a).",
10,24,232095,Remember When,(Hudson-DeLange),Jimmie Lunceford And His Orchestra,New York,20/03/1934,"Jimmie Lunceford (dir): Sy Oliver (t, a), Eddie Tompkins, Tommy Stevenson (t), Henry Wells (tb, v), Russell Bowles (tb), Willie Smith, Earl Carruthers (cl, as, bar), Joe Thomas (cl, ts), Edwin Wilcox (p, cel), Al Norris (g), Moses Allen (bb), Jimmy Crawford (d, vib), Will Hudson (a).",
11,24,232095,Remember When,(Hudson-DeLange),Jimmie Lunceford And His Orchestra,New York,20/03/1934,"Jimmie Lunceford (dir): Sy Oliver (t, a), Eddie Tompkins, Tommy Stevenson (t), Henry Wells (tb, v), Russell Bowles (tb), Willie Smith, Earl Carruthers (cl, as, bar), Joe Thomas (cl, ts), Edwin Wilcox (p, cel), Al Norris (g), Moses Allen (bb), Jimmy Crawford (d, vib), Will Hudson (a).",
12,24,232095,Sophisticated Lady,(Ellington-Hayes-Mills),Jimmie Lunceford And His Orchestra,New York,04/09/1934,"Jimmie Lunceford (dir, a): Sy Oliver (t, a, v), Eddie Tompkins, Tommy Stevenson (t), Henry Wells (tb, v), Russell Bowles (tb), Willie Smith (cl, as, bar, v, a), Earl Carruthers (cl, as, bar), Laforet Dent (as): Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d, vib). ",
13,24,232095,Mood Indigo,(Bigard-Ellington-Mills),Jimmie Lunceford And His Orchestra,New York,04/09/1934,"Jimmie Lunceford (dir, a): Sy Oliver (t, a, v), Eddie Tompkins, Tommy Stevenson (t), Henry Wells (tb, v), Russell Bowles (tb), Willie Smith (cl, as, bar, v, a), Earl Carruthers (cl, as, bar), Laforet Dent (as): Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d, vib). ",
14,24,232095,Rose Room,(Williams-Hickman),Jimmie Lunceford And His Orchestra,New York,04/09/1934,"Jimmie Lunceford (dir, a): Sy Oliver (t, a, v), Eddie Tompkins, Tommy Stevenson (t), Henry Wells (tb, v), Russell Bowles (tb), Willie Smith (cl, as, bar, v, a), Earl Carruthers (cl, as, bar), Laforet Dent (as): Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d, vib). ",
15,24,232095,Black And Tan Fantasy,(Miley-Ellington),Jimmie Lunceford And His Orchestra,New York,05/09/1934,"Jimmie Lunceford (dir, a): Sy Oliver (t, a, v), Eddie Tompkins, Tommy Stevenson (t), Henry Wells (tb, v), Russell Bowles (tb), Willie Smith (cl, as, bar, v, a), Earl Carruthers (cl, as, bar), Laforet Dent (as): Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d, vib). ",
16,24,232095,Stratosphere,(Lunceford),Jimmie Lunceford And His Orchestra,New York,05/09/1934,"Jimmie Lunceford (dir, a): Sy Oliver (t, a, v), Eddie Tompkins, Tommy Stevenson (t), Henry Wells (tb, v), Russell Bowles (tb), Willie Smith (cl, as, bar, v, a), Earl Carruthers (cl, as, bar), Laforet Dent (as): Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d, vib). ",
17,24,232095,Nana,(Cohen),Jimmie Lunceford And His Orchestra,New York,05/09/1934,"Jimmie Lunceford (dir, a): Sy Oliver (t, a, v), Eddie Tompkins, Tommy Stevenson (t), Henry Wells (tb, v), Russell Bowles (tb), Willie Smith (cl, as, bar, v, a), Earl Carruthers (cl, as, bar), Laforet Dent (as): Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d, vib). ",
18,24,232095,Miss Otis Regrets (She's Unable To Lunch Today),(Porter) ,Jimmie Lunceford And His Orchestra,New York,05/09/1934,"Jimmie Lunceford (dir, a): Sy Oliver (t, a, v), Eddie Tompkins, Tommy Stevenson (t), Henry Wells (tb, v), Russell Bowles (tb), Willie Smith (cl, as, bar, v, a), Earl Carruthers (cl, as, bar), Laforet Dent (as): Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d, vib). ",
19,24,232095,Unsophisticated Sue,(Simon-Raymond-Razaf),Jimmie Lunceford And His Orchestra,New York,05/09/1934,"Jimmie Lunceford (dir, a): Sy Oliver (t, a, v), Eddie Tompkins, Tommy Stevenson (t), Henry Wells (tb, v), Russell Bowles (tb), Willie Smith (cl, as, bar, v, a), Earl Carruthers (cl, as, bar), Laforet Dent (as): Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d, vib). ",
20,24,232095,Stardust,(Carmichael-Parish),Jimmie Lunceford And His Orchestra,New York,05/09/1934,"Jimmie Lunceford (dir, a): Sy Oliver (t, a, v), Eddie Tompkins, Tommy Stevenson (t), Henry Wells (tb, v), Russell Bowles (tb), Willie Smith (cl, as, bar, v, a), Earl Carruthers (cl, as, bar), Laforet Dent (as): Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d, vib). ",
,,,,,,,,,
,,,,,,,,,
CD 25,,,Jimmie Lunceford 1934-35,,,,,,
1,25,232095,Dream Of You,(Oliver-Lunceford-Moran),Jimmie Lunceford And His Orchestra,New York,29/10/1934,"Jimmie Lunceford (dir): Sy Oliver (t, a, v), Eddie Tompkins, Tommy Stevenson (t), Henry Wells, (tb, v), Russell Bowles (tb), Willie Smith (cl, as, bar), Earl Carruthers (cl, as, bar), Laforet Dent (as): Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d, vib).",
2,25,232095,Stomp It Off,(Oliver-Lunceford),Jimmie Lunceford And His Orchestra,New York,29/10/1934,"Jimmie Lunceford (dir): Sy Oliver (t, a, v), Eddie Tompkins, Tommy Stevenson (t), Henry Wells, (tb, v), Russell Bowles (tb), Willie Smith (cl, as, bar), Earl Carruthers (cl, as, bar), Laforet Dent (as): Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d, vib).",
3,25,232095,Call It Anything (It Wasn't Love),(Fisher) ,Jimmie Lunceford And His Orchestra,New York,29/10/1934,"Jimmie Lunceford (dir): Sy Oliver (t, a, v), Eddie Tompkins, Tommy Stevenson (t), Henry Wells, (tb, v), Russell Bowles (tb), Willie Smith (cl, as, bar), Earl Carruthers (cl, as, bar), Laforet Dent (as): Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d, vib).",
4,25,232095,Because You're You,(Lunceford-Hudson-Oliver),Jimmie Lunceford And His Orchestra,New York,07/11/1934,"Jimmie Lunceford (dir): Sy Oliver (t, a, v), Eddie Tompkins, Tommy Stevenson (t), Henry Wells, (tb, v), Russell Bowles (tb), Willie Smith (cl, as, bar), Earl Carruthers (cl, as, bar), Laforet Dent (as): Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d, vib).",
5,25,232095,"Chillun, Get Up",(Parker),Jimmie Lunceford And His Orchestra,New York,07/11/1934,"Jimmie Lunceford (dir): Sy Oliver (t, a, v), Eddie Tompkins, Tommy Stevenson (t), Henry Wells, (tb, v), Russell Bowles (tb), Willie Smith (cl, as, bar), Earl Carruthers (cl, as, bar), Laforet Dent (as): Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d, vib).",
6,25,232095,Solitude,(Ellington-DeLange-Mills),Jimmie Lunceford And His Orchestra,New York,07/11/1934,"Jimmie Lunceford (dir): Sy Oliver (t, a, v), Eddie Tompkins, Tommy Stevenson (t), Henry Wells, (tb, v), Russell Bowles (tb), Willie Smith (cl, as, bar), Earl Carruthers (cl, as, bar), Laforet Dent (as): Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d, vib).",
7,25,232095,Rain,(Ford-Swansstrom-Morgan),Jimmie Lunceford And His Orchestra,New York,17/12/1934,"Jimmie Lunceford (dir): Sy Oliver (t, a, v), Eddie Tompkins, Tommy Stevenson (t), Henry Wells, (tb, v), Russell Bowles (tb), Willie Smith (cl, as, bar), Earl Carruthers (cl, as, bar), Laforet Dent (as): Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d, vib).",
8,25,232095,Since My Best Gal Turned Me Down,(Lodwig-Quicksell),Jimmie Lunceford And His Orchestra,New York,17/12/1934,"Jimmie Lunceford (dir): Sy Oliver (t, a, v), Eddie Tompkins, Tommy Stevenson (t), Henry Wells, (tb, v), Russell Bowles (tb), Willie Smith (cl, as, bar), Earl Carruthers (cl, as, bar), Laforet Dent (as): Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d, vib).",
9,25,232095,Jealous,(Little-Marlie-Finch),Jimmie Lunceford And His Orchestra,New York,17/12/1934,"Jimmie Lunceford (dir): Sy Oliver (t, a, v), Eddie Tompkins, Tommy Stevenson (t), Henry Wells, (tb, v), Russell Bowles (tb), Willie Smith (cl, as, bar), Earl Carruthers (cl, as, bar), Laforet Dent (as): Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d, vib).",
10,25,232095,Rhythm Is Our Business,(Lunceford-Chaplin-Cahn),Jimmie Lunceford And His Orchestra,New York,18/12/1934,"Jimmie Lunceford (dir): Sy Oliver (t, a, v), Eddie Tompkins, Tommy Stevenson (t), Henry Wells, (tb, v), Russell Bowles (tb), Willie Smith (cl, as, bar), Earl Carruthers (cl, as, bar), Laforet Dent (as): Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d, vib).",
11,25,232095,Rhythm Is Our Business,(Lunceford-Chaplin-Cahn),Jimmie Lunceford And His Orchestra,New York,18/12/1934,"Jimmie Lunceford (dir): Sy Oliver (t, a, v), Eddie Tompkins, Tommy Stevenson (t), Henry Wells, (tb, v), Russell Bowles (tb), Willie Smith (cl, as, bar), Earl Carruthers (cl, as, bar), Laforet Dent (as): Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d, vib).",
12,25,232095,I'm Walking Through Heaven With You,(Lunceford) ,Jimmie Lunceford And His Orchestra,New York,18/12/1934,"Jimmie Lunceford (dir): Sy Oliver (t, a, v), Eddie Tompkins, Tommy Stevenson (t), Henry Wells, (tb, v), Russell Bowles (tb), Willie Smith (cl, as, bar), Earl Carruthers (cl, as, bar), Laforet Dent (as): Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d, vib).",
13,25,232095,Shake Your Head (From Side To Side),(Cahn-Gerow),Jimmie Lunceford And His Orchestra,New York,18/12/1934,"Jimmie Lunceford (dir): Sy Oliver (t, a, v), Eddie Tompkins, Tommy Stevenson (t), Henry Wells, (tb, v), Russell Bowles (tb), Willie Smith (cl, as, bar), Earl Carruthers (cl, as, bar), Laforet Dent (as): Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d, vib).",
14,25,232095,Sleepy Time Gal,(Lorenzo-Whiting-Alden),Jimmie Lunceford And His Orchestra,New York,29/05/1935,"Jimmie Lunceford (dir): Sy Oliver (t, v, a), Eddie Tompkins, Paul Webster (t), Elmer Crumbley,  Russell  Bowles (tb), Eddie Durham (tb, g, a), Willie Smith (cl, as, bar, v, a), Laforet Dent (as), Dan Grissom (cl, as), Earl Carruthers (cl, as, bar), Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d).",
15,25,232095,Bird Of Paradise,(Elllington),Jimmie Lunceford And His Orchestra,New York,29/05/1935,"Jimmie Lunceford (dir): Sy Oliver (t, v, a), Eddie Tompkins, Paul Webster (t), Elmer Crumbley,  Russell  Bowles (tb), Eddie Durham (tb, g, a), Willie Smith (cl, as, bar, v, a), Laforet Dent (as), Dan Grissom (cl, as), Earl Carruthers (cl, as, bar), Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d).",
16,25,232095,Rhapsody Junior,(Ellington),Jimmie Lunceford And His Orchestra,New York,29/05/1935,"Jimmie Lunceford (dir): Sy Oliver (t, v, a), Eddie Tompkins, Paul Webster (t), Elmer Crumbley,  Russell  Bowles (tb), Eddie Durham (tb, g, a), Willie Smith (cl, as, bar, v, a), Laforet Dent (as), Dan Grissom (cl, as), Earl Carruthers (cl, as, bar), Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d).",
17,25,232095,Runnin' Wild,(Grey-Wood-Gibbs),Jimmie Lunceford And His Orchestra,New York,29/05/1935,"Jimmie Lunceford (dir): Sy Oliver (t, v, a), Eddie Tompkins, Paul Webster (t), Elmer Crumbley,  Russell  Bowles (tb), Eddie Durham (tb, g, a), Willie Smith (cl, as, bar, v, a), Laforet Dent (as), Dan Grissom (cl, as), Earl Carruthers (cl, as, bar), Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d).",
18,25,232095,Four Or Five Times,(Gay-Helman),Jimmie Lunceford And His Orchestra,New York,29/05/1935,"Jimmie Lunceford (dir): Sy Oliver (t, v, a), Eddie Tompkins, Paul Webster (t), Elmer Crumbley,  Russell  Bowles (tb), Eddie Durham (tb, g, a), Willie Smith (cl, as, bar, v, a), Laforet Dent (as), Dan Grissom (cl, as), Earl Carruthers (cl, as, bar), Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d).",
19,25,232095,(If I Had) Rhythm In My Nursery Rhymes,(Cahn-Ray-Chaplin-Lunceford) ,Jimmie Lunceford And His Orchestra,New York,29/05/1935,"Jimmie Lunceford (dir): Sy Oliver (t, v, a), Eddie Tompkins, Paul Webster (t), Elmer Crumbley,  Russell  Bowles (tb), Eddie Durham (tb, g, a), Willie Smith (cl, as, bar, v, a), Laforet Dent (as), Dan Grissom (cl, as), Earl Carruthers (cl, as, bar), Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d).",
20,25,232095,Babs,(Young-Ahlert),Jimmie Lunceford And His Orchestra,New York,23/09/1935,"Jimmie Lunceford (dir): Sy Oliver (t, v, a), Eddie Tompkins, Paul Webster (t), Elmer Crumbley,  Russell  Bowles (tb), Eddie Durham (tb, g, a), Willie Smith (cl, as, bar, v, a), Laforet Dent (as), Dan Grissom (cl, as), Earl Carruthers (cl, as, bar), Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d).",
21,25,232095,Swanee River,(Foster),Jimmie Lunceford And His Orchestra,New York,23/09/1935,"Jimmie Lunceford (dir): Sy Oliver (t, v, a), Eddie Tompkins, Paul Webster (t), Elmer Crumbley,  Russell  Bowles (tb), Eddie Durham (tb, g, a), Willie Smith (cl, as, bar, v, a), Laforet Dent (as), Dan Grissom (cl, as), Earl Carruthers (cl, as, bar), Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d).",
22,25,232095,Thunder,(Manners-Lewis),Jimmie Lunceford And His Orchestra,New York,23/09/1935,"Jimmie Lunceford (dir): Sy Oliver (t, v, a), Eddie Tompkins, Paul Webster (t), Elmer Crumbley,  Russell  Bowles (tb), Eddie Durham (tb, g, a), Willie Smith (cl, as, bar, v, a), Laforet Dent (as), Dan Grissom (cl, as), Earl Carruthers (cl, as, bar), Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d).",
23,25,232095,Oh Boy,(Durham-Lunceford),Jimmie Lunceford And His Orchestra,New York,23/09/1935,"Jimmie Lunceford (dir): Sy Oliver (t, v, a), Eddie Tompkins, Paul Webster (t), Elmer Crumbley,  Russell  Bowles (tb), Eddie Durham (tb, g, a), Willie Smith (cl, as, bar, v, a), Laforet Dent (as), Dan Grissom (cl, as), Earl Carruthers (cl, as, bar), Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d).",
,,,,,,,,,
,,,,,,,,,
CD 26,,,Jimmie Lunceford 1935-37,,,,,,
1,26,232095,I'll Take The South,(Palmer-Klages),Jimmie Lunceford And His Orchestra,New York,30/09/1935,"Jimmie Lunceford (dir): Sy Oliver (t, v, a), Eddie Tompkins, Paul Webster (t), Elmer Crumbley, Russell  Bowles (tb), Eddie Durham (tb, g, a), Willie Smith (cl, as, bar, v, a), Laforet Dent (as), Dan Grissom (cl, as), Earl Carruthers (cl, as, bar), Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d).",
2,26,232095,Avalon,(Jolson-Rose-DeSylva),Jimmie Lunceford And His Orchestra,New York,30/09/1935,"Jimmie Lunceford (dir): Sy Oliver (t, v, a), Eddie Tompkins, Paul Webster (t), Elmer Crumbley, Russell  Bowles (tb), Eddie Durham (tb, g, a), Willie Smith (cl, as, bar, v, a), Laforet Dent (as), Dan Grissom (cl, as), Earl Carruthers (cl, as, bar), Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d).",
3,26,232095,Charmaine,(Rapee-Pollack),Jimmie Lunceford And His Orchestra,New York,30/09/1935,"Jimmie Lunceford (dir): Sy Oliver (t, v, a), Eddie Tompkins, Paul Webster (t), Elmer Crumbley, Russell  Bowles (tb), Eddie Durham (tb, g, a), Willie Smith (cl, as, bar, v, a), Laforet Dent (as), Dan Grissom (cl, as), Earl Carruthers (cl, as, bar), Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d).",
4,26,232095,Hittin' The Bottle,(Koehler-Arlen) ,Jimmie Lunceford And His Orchestra,New York,30/09/1935,"Jimmie Lunceford (dir): Sy Oliver (t, v, a), Eddie Tompkins, Paul Webster (t), Elmer Crumbley, Russell  Bowles (tb), Eddie Durham (tb, g, a), Willie Smith (cl, as, bar, v, a), Laforet Dent (as), Dan Grissom (cl, as), Earl Carruthers (cl, as, bar), Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d).",
5,26,232095,My Blue Heaven,(Whiting-Donaldson),Jimmie Lunceford And His Orchestra,New York,23/12/1935,"Jimmie Lunceford (dir): Sy Oliver (t, v, a), Eddie Tompkins, Paul Webster (t), Elmer Crumbley, Russell  Bowles (tb), Eddie Durham (tb, g, a), Willie Smith (cl, as, bar, v, a), Laforet Dent (as), Dan Grissom (cl, as), Earl Carruthers (cl, as, bar), Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d).",
6,26,232095,I'm Nuts About Screwy Music,(Rose),Jimmie Lunceford And His Orchestra,New York,23/12/1935,"Jimmie Lunceford (dir): Sy Oliver (t, v, a), Eddie Tompkins, Paul Webster (t), Elmer Crumbley, Russell  Bowles (tb), Eddie Durham (tb, g, a), Willie Smith (cl, as, bar, v, a), Laforet Dent (as), Dan Grissom (cl, as), Earl Carruthers (cl, as, bar), Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d).",
7,26,232095,The Best Things In Life Are Free,(Brown-Henderson-DeSylva),Jimmie Lunceford And His Orchestra,New York,23/12/1935,"Jimmie Lunceford (dir): Sy Oliver (t, v, a), Eddie Tompkins, Paul Webster (t), Elmer Crumbley, Russell  Bowles (tb), Eddie Durham (tb, g, a), Willie Smith (cl, as, bar, v, a), Laforet Dent (as), Dan Grissom (cl, as), Earl Carruthers (cl, as, bar), Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d).",
8,26,232095,The Melody Man,(Hendricks-Oliver),Jimmie Lunceford And His Orchestra,New York,23/12/1935,"Jimmie Lunceford (dir): Sy Oliver (t, v, a), Eddie Tompkins, Paul Webster (t), Elmer Crumbley, Russell  Bowles (tb), Eddie Durham (tb, g, a), Willie Smith (cl, as, bar, v, a), Laforet Dent (as), Dan Grissom (cl, as), Earl Carruthers (cl, as, bar), Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d).",
9,26,232095,Organ Grinder's Swing,(Hudson-Parish-Mills),Jimmie Lunceford And His Orchestra,New York,31/08/1936,"Jimmie Lunceford (dir): Sy Oliver (t, v, a), Eddie Tompkins, Paul Webster (t), Elmer Crumbley, Russell  Bowles (tb), Eddie Durham (tb, g, a), Willie Smith (cl, as, bar, v, a), Laforet Dent (as), Dan Grissom (cl, as), Earl Carruthers (cl, as, bar), Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d).",
10,26,232095,On The Beach At Bali-Bali,(Meskill-Silver-Sherman),Jimmie Lunceford And His Orchestra,New York,01/09/1936,"Jimmie Lunceford (dir): Sy Oliver (t, v, a), Eddie Tompkins, Paul Webster (t), Elmer Crumbley, Russell  Bowles (tb), Eddie Durham (tb, g, a), Willie Smith (cl, as, bar, v, a), Laforet Dent (as), Dan Grissom (cl, as), Earl Carruthers (cl, as, bar), Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d).",
11,26,232095,Me And The Man In The Moon,(Hirsh-Handman),Jimmie Lunceford And His Orchestra,New York,01/09/1936,"Jimmie Lunceford (dir): Sy Oliver (t, v, a), Eddie Tompkins, Paul Webster (t), Elmer Crumbley, Russell  Bowles (tb), Eddie Durham (tb, g, a), Willie Smith (cl, as, bar, v, a), Laforet Dent (as), Dan Grissom (cl, as), Earl Carruthers (cl, as, bar), Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d).",
12,26,232095,Living From Day To Day,(Schaeffer-Levinson),Jimmie Lunceford And His Orchestra,New York,01/09/1936,"Jimmie Lunceford (dir): Sy Oliver (t, v, a), Eddie Tompkins, Paul Webster (t), Elmer Crumbley, Russell  Bowles (tb), Eddie Durham (tb, g, a), Willie Smith (cl, as, bar, v, a), Laforet Dent (as), Dan Grissom (cl, as), Earl Carruthers (cl, as, bar), Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d).",
13,26,232095,Tain't Good (Like A Nickel Made Of Wood) ,(Bernier-Haid-Whiting),Jimmie Lunceford And His Orchestra,New York,01/09/1936,"Jimmie Lunceford (dir): Sy Oliver (t, v, a), Eddie Tompkins, Paul Webster (t), Elmer Crumbley, Russell  Bowles (tb), Eddie Durham (tb, g, a), Willie Smith (cl, as, bar, v, a), Laforet Dent (as), Dan Grissom (cl, as), Earl Carruthers (cl, as, bar), Joe Thomas (cl, ts), Edwin Wilcox (p, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d).",
14,26,232095,Muddy Water (A Mississippi Moan),(Richman-Trent-DeRose),Jimmie Lunceford And His Orchestra,New York,14/10/1936,"Jimmie Lunceford (dir): Sy Oliver (t, a), Eddie Tompkins, Paul Webster (t), Elmer Crumbley, Russell  Bowles (tb), Eddie Durham (tb, g, a), Willie Smith (cl, as, bar), Laforet Dent (as), Dan Grissom (cl, as, v), Earl Carruthers (cl, as, bar), Joe Thomas (cl, ts), Ed Wilcox (p), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d).",
15,26,232095,I Can't Escape From You,(Robin-Whiting),Jimmie Lunceford And His Orchestra,New York,14/10/1936,"Jimmie Lunceford (dir): Sy Oliver (t, a), Eddie Tompkins, Paul Webster (t), Elmer Crumbley, Russell  Bowles (tb), Eddie Durham (tb, g, a), Willie Smith (cl, as, bar), Laforet Dent (as), Dan Grissom (cl, as, v), Earl Carruthers (cl, as, bar), Joe Thomas (cl, ts), Ed Wilcox (p), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d).",
16,26,232095,Harlem Shout,(Durham-Lunceford),Jimmie Lunceford And His Orchestra,New York,14/10/1936,"Jimmie Lunceford (dir): Sy Oliver (t, a), Eddie Tompkins, Paul Webster (t), Elmer Crumbley, Russell  Bowles (tb), Eddie Durham (tb, g, a), Willie Smith (cl, as, bar), Laforet Dent (as), Dan Grissom (cl, as, v), Earl Carruthers (cl, as, bar), Joe Thomas (cl, ts), Ed Wilcox (p), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d).",
17,26,232095,(This Is) My Last Affair,(Johnson),Jimmie Lunceford And His Orchestra,New York,26/10/1936,"Jimmie Lunceford (dir): Sy Oliver (t, a), Eddie Tompkins, Paul Webster (t), Elmer Crumbley, Russell  Bowles (tb), Eddie Durham (tb, g, a), Willie Smith (cl, as, bar), Laforet Dent (as), Dan Grissom (cl, as, v), Earl Carruthers (cl, as, bar), Joe Thomas (cl, ts), Ed Wilcox (p), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d).",
18,26,232095,Running A Temperature,(Pascal-Fairchild),Jimmie Lunceford And His Orchestra,New York,26/10/1936,"Jimmie Lunceford (dir): Sy Oliver (t, a), Eddie Tompkins, Paul Webster (t), Elmer Crumbley, Russell  Bowles (tb), Eddie Durham (tb, g, a), Willie Smith (cl, as, bar), Laforet Dent (as), Dan Grissom (cl, as, v), Earl Carruthers (cl, as, bar), Joe Thomas (cl, ts), Ed Wilcox (p), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d).",
19,26,232095,Count Me Out,(Lunceford-Curtis-Tate),Jimmie Lunceford And His Orchestra,New York,18/01/1937,"Jimmie Lunceford (dir): Sy Oliver (t, a), Eddie Tompkins, Paul Webster (t), Elmer Crumbley, Russell  Bowles (tb), Eddie Durham (tb, g, a), Willie Smith (cl, as, bar), Laforet Dent (as), Dan Grissom (cl, as, v), Earl Carruthers (cl, as, bar), Joe Thomas (cl, ts), Ed Wilcox (p), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d).",
20,26,232095,I'll See You In My Dreams,(Kahn-Jones),Jimmie Lunceford And His Orchestra,New York,20/01/1937,"Jimmie Lunceford (dir): Eddie Tompkins, Paul Webster, Sy Oliver (t), Elmer Crumbley, Russell Bowles (tb), Eddie Durham (tb, g), Willie Smith (cl, as, bar), Laforet Dent (as), Dan Grissom (cl, as, v), Earl Carruthers (cl, as, bar), Joe Thomas (cl, ts), Edwin Wilcox (p, cel, a), Al Norris (g), Moses Allen (sb), Jimmy Crawford (d, vib).",
